FID,objectid,income,race,family_lon,family_lat
8152,8153,6,1,-93.313896000000000,44.737670999999999
8153,8154,6,1,-93.135177999999996,44.632465000000003
8154,8155,6,1,-93.257355000000004,44.752406999999998
8155,8156,6,1,-93.200683999999995,44.816310999999999
8156,8157,6,1,-93.266441000000000,44.779468999999999
8157,8158,6,1,-93.253692999999998,44.750079999999997
8158,8159,6,1,-93.220123000000001,44.795287999999999
8159,8160,6,1,-93.169799999999995,44.682105999999997
8160,8161,6,1,-93.170151000000004,44.682040999999998
8161,8162,6,1,-93.036392000000006,44.815617000000003
8162,8163,6,1,-93.168403999999995,44.685276000000002
8163,8164,6,1,-93.205832999999998,44.698886999999999
8164,8165,6,1,-93.259956000000003,44.734214999999999
8165,8166,6,1,-93.257346999999996,44.526127000000002
8166,8167,6,1,-93.260497999999998,44.764125999999997
8167,8168,6,1,-93.214478000000000,44.643749000000000
8168,8169,6,1,-93.148116999999999,44.751449999999998
8169,8170,6,1,-93.135002000000000,44.634597999999997
8170,8171,6,1,-93.160858000000005,44.692824999999999
8171,8172,6,1,-93.231887999999998,44.650359999999999
8172,8173,6,1,-93.198418000000004,44.717036999999998
8173,8174,6,1,-93.033928000000003,44.843837999999998
8174,8175,6,1,-93.174689999999998,44.851978000000003
8175,8176,6,1,-93.174805000000006,44.853050000000003
8176,8177,6,1,-92.894852000000000,44.735492999999998
8177,8178,6,1,-93.313522000000006,44.769793999999997
8178,8179,6,1,-92.888542000000001,44.732815000000002
8179,8180,6,1,-93.233902000000000,44.718268999999999
8180,8181,6,1,-92.846840000000000,44.726554999999998
8181,8182,6,1,-93.218818999999996,44.713917000000002
8182,8183,6,1,-93.219841000000002,44.713794999999998
8183,8184,6,1,-93.225937000000002,44.795006000000001
8184,8185,6,1,-93.193398000000002,44.795242000000002
8185,8186,6,1,-93.190796000000006,44.664326000000003
8186,8187,6,1,-93.153519000000003,44.738219999999998
8187,8188,6,1,-93.153640999999993,44.734234000000001
8188,8189,6,1,-93.312674999999999,44.739536000000001
8189,8190,6,1,-93.169182000000006,44.661769999999997
8190,8191,6,1,-93.197693000000001,44.809607999999997
8191,8192,6,1,-93.151015999999998,44.647179000000001
8192,8193,6,1,-93.250015000000005,44.646481000000001
8193,8194,6,1,-93.284210000000002,44.767032999999998
8194,8195,6,1,-92.976082000000005,44.613197000000000
8195,8196,6,1,-93.258446000000006,44.766655000000000
8196,8197,6,1,-93.035888999999997,44.835124999999998
8197,8198,6,1,-93.021316999999996,44.838813999999999
8198,8199,6,1,-93.121528999999995,44.656590000000001
8199,8200,6,1,-92.879951000000005,44.739353000000001
8200,8201,6,1,-93.215721000000002,44.798018999999996
8201,8202,6,1,-93.253624000000002,44.782359999999997
8202,8203,6,1,-93.210387999999995,44.771065000000000
8203,8204,6,1,-93.194327999999999,44.820343000000001
8204,8205,6,1,-92.760932999999994,44.038451999999999
8205,8206,6,1,-92.763710000000003,44.033248999999998
8206,8207,6,1,-92.763771000000006,44.032997000000002
8207,8208,6,1,-92.789330000000007,43.933425999999997
8208,8209,6,1,-92.174828000000005,43.840457999999998
8209,8210,6,1,-92.087981999999997,43.833869999999997
8210,8211,6,1,-92.349189999999993,43.691890999999998
8211,8212,6,1,-92.178223000000003,43.842452999999999
8212,8213,6,1,-91.753951999999998,43.816634999999998
8213,8214,6,1,-91.957168999999993,43.556685999999999
8214,8215,6,1,-93.375861999999998,43.649548000000003
8215,8216,6,1,-93.391716000000002,43.657806000000001
8216,8217,6,1,-93.372398000000004,43.644114999999999
8217,8218,6,1,-93.160767000000007,43.611027000000000
8218,8219,6,1,-93.365622999999999,43.637562000000003
8219,8220,6,1,-93.223777999999996,43.532131000000000
8220,8221,6,1,-93.221214000000003,43.532218999999998
8221,8222,6,1,-93.278885000000002,43.568058000000001
8222,8223,6,1,-93.277382000000003,43.570179000000003
8223,8224,6,1,-92.628983000000005,44.561760000000000
8224,8225,6,1,-92.639533999999998,44.387259999999998
8225,8226,6,1,-92.626778000000002,44.399788000000001
8226,8227,6,1,-92.521514999999994,44.555401000000003
8227,8228,6,1,-92.551567000000006,44.546303000000002
8228,8229,6,1,-92.526168999999996,44.566958999999997
8229,8230,6,1,-92.530563000000001,44.552512999999998
8230,8231,6,1,-92.674141000000006,44.291865999999999
8231,8232,6,1,-92.519974000000005,44.556418999999998
8232,8233,6,1,-92.575705999999997,44.542709000000002
8233,8234,6,1,-92.903830999999997,44.506092000000002
8234,8235,6,1,-92.905745999999994,44.502476000000001
8235,8236,6,1,-92.790993000000000,44.301884000000001
8236,8237,6,1,-92.624336000000000,44.207695000000001
8237,8238,6,1,-92.523407000000006,44.559666000000000
8238,8239,6,1,-92.520363000000003,44.563186999999999
8239,8240,6,1,-92.537398999999994,44.556624999999997
8240,8241,6,1,-92.679359000000005,44.317059000000000
8241,8242,6,1,-92.610527000000005,44.217765999999997
8242,8243,6,1,-93.377105999999998,44.797359000000000
8243,8244,6,1,-93.446297000000001,44.858944000000001
8244,8245,6,1,-93.448898000000000,44.852936000000000
8245,8246,6,1,-93.258820000000000,44.850521000000001
8246,8247,6,1,-93.250298000000001,44.854087999999997
8247,8248,6,1,-93.312484999999995,44.803176999999998
8248,8249,6,1,-93.271514999999994,44.837668999999998
8249,8250,6,1,-93.248596000000006,44.850807000000003
8250,8251,6,1,-93.250022999999999,44.850718999999998
8251,8252,6,1,-93.252457000000007,44.855086999999997
8252,8253,6,1,-93.330337999999998,44.848095000000001
8253,8254,6,1,-93.346183999999994,44.841396000000003
8254,8255,6,1,-93.315787999999998,44.828513999999998
8255,8256,6,1,-93.261771999999993,44.844433000000002
8256,8257,6,1,-93.261436000000003,44.847774999999999
8257,8258,6,1,-93.259406999999996,44.835132999999999
8258,8259,6,1,-93.364883000000006,44.808467999999998
8259,8260,6,1,-93.391991000000004,44.807259000000002
8260,8261,6,1,-93.248244999999997,44.847057000000000
8261,8262,6,1,-93.271782000000002,44.820549000000000
8262,8263,6,1,-93.301804000000004,44.847458000000003
8263,8264,6,1,-93.277687000000000,44.857959999999999
8264,8265,6,1,-93.380150000000000,44.845520000000000
8265,8266,6,1,-92.718483000000006,43.567101000000001
8266,8267,6,1,-92.987938000000000,43.672381999999999
8267,8268,6,1,-92.984595999999996,43.668067999999998
8268,8269,6,1,-92.940094000000002,43.505465999999998
8269,8270,6,1,-92.574759999999998,43.702506999999997
8270,8271,6,1,-92.968177999999995,43.654564000000001
8271,8272,6,1,-92.983185000000006,43.654411000000003
8272,8273,6,1,-92.973693999999995,43.614567000000001
8273,8274,6,1,-92.888512000000006,43.680298000000001
8274,8275,6,1,-92.968872000000005,43.657798999999997
8275,8276,6,1,-92.968376000000006,43.656025000000000
8276,8277,6,1,-92.955916999999999,43.752845999999998
8277,8278,6,1,-92.986266999999998,43.664928000000003
8278,8279,6,1,-92.983444000000006,43.665458999999998
8279,8280,6,1,-92.983825999999993,43.668841999999998
8280,8281,6,1,-92.986519000000001,43.675617000000003
8281,8282,6,1,-92.464493000000004,43.990437000000000
8282,8283,6,1,-92.542289999999994,44.088653999999998
8283,8284,6,1,-92.459755000000001,44.033684000000001
8284,8285,6,1,-92.448502000000005,44.019970000000001
8285,8286,6,1,-92.456412999999998,44.091839000000000
8286,8287,6,1,-92.456412999999998,44.007351000000000
8287,8288,6,1,-92.520767000000006,44.090992000000000
8288,8289,6,1,-92.488952999999995,43.856926000000001
8289,8290,6,1,-92.492821000000006,44.018768000000001
8290,8291,6,1,-92.485161000000005,44.065834000000002
8291,8292,6,1,-92.457252999999994,44.014583999999999
8292,8293,6,1,-92.454514000000003,44.013247999999997
8293,8294,6,1,-92.340660000000000,43.911366000000001
8294,8295,6,1,-92.494110000000006,44.074863000000001
8295,8296,6,1,-92.529944999999998,44.051769000000000
8296,8297,6,1,-92.453536999999997,44.020125999999998
8297,8298,6,1,-92.431540999999996,44.015118000000001
8298,8299,6,1,-92.477951000000004,44.031990000000000
8299,8300,6,1,-92.546988999999996,44.077495999999996
8300,8301,6,1,-92.441413999999995,44.011639000000002
8301,8302,6,1,-92.614784000000000,44.045470999999999
8302,8303,6,1,-92.484427999999994,44.023392000000001
8303,8304,6,1,-92.467842000000005,43.985664000000000
8304,8305,6,1,-92.450012000000001,44.017395000000000
8305,8306,6,1,-92.544128000000001,44.092315999999997
8306,8307,6,1,-92.437561000000002,43.986697999999997
8307,8308,6,1,-92.496917999999994,44.071762000000000
8308,8309,6,1,-92.502419000000003,44.047150000000002
8309,8310,6,1,-92.482201000000003,44.027576000000003
8310,8311,6,1,-92.520247999999995,44.032401999999998
8311,8312,6,1,-92.526572999999999,44.022433999999997
8312,8313,6,1,-92.484313999999998,43.852100000000000
8313,8314,6,1,-92.624611000000002,43.982081999999998
8314,8315,6,1,-92.479232999999994,44.026530999999999
8315,8316,6,1,-92.475516999999996,44.057259000000002
8316,8317,6,1,-93.285224999999997,44.315497999999998
8317,8318,6,1,-93.288284000000004,44.307175000000001
8318,8319,6,1,-93.283812999999995,44.291096000000003
8319,8320,6,1,-93.410217000000003,44.471561000000001
8320,8321,6,1,-93.327315999999996,44.457630000000002
8321,8322,6,1,-93.277321000000001,44.291077000000001
8322,8323,6,1,-93.276199000000005,44.290984999999999
8323,8324,6,1,-93.292580000000001,44.289974000000001
8324,8325,6,1,-93.280158999999998,44.293467999999997
8325,8326,6,1,-93.088515999999998,44.254970999999998
8326,8327,6,1,-93.275841000000000,44.290852000000001
8327,8328,6,1,-93.206901999999999,44.463023999999997
8328,8329,6,1,-93.273148000000006,44.290607000000001
8329,8330,6,1,-93.287246999999994,44.298037999999998
8330,8331,6,1,-93.441788000000003,44.475574000000002
8331,8332,6,1,-93.423164000000000,44.478957999999999
8332,8333,6,1,-93.289924999999997,44.266478999999997
8333,8334,6,1,-93.276436000000004,44.291865999999999
8334,8335,6,1,-93.270286999999996,44.281283999999999
8335,8336,6,1,-93.333434999999994,44.776508000000000
8336,8337,6,1,-93.478713999999997,44.686314000000003
8337,8338,6,1,-93.434844999999996,44.781582000000000
8338,8339,6,1,-93.410713000000001,44.701205999999999
8339,8340,6,1,-93.462204000000000,44.732371999999998
8340,8341,6,1,-93.368752000000001,44.715252000000000
8341,8342,6,1,-93.370414999999994,44.763415999999999
8342,8343,6,1,-93.445762999999999,44.703353999999997
8343,8344,6,1,-93.392105000000001,44.716976000000003
8344,8345,6,1,-93.446738999999994,44.761012999999998
8345,8346,6,1,-93.417900000000003,44.765453000000001
8346,8347,6,1,-93.418053000000000,44.768822000000000
8347,8348,6,1,-93.443343999999996,44.707382000000003
8348,8349,6,1,-93.285324000000003,44.170592999999997
8349,8350,6,1,-93.258751000000004,44.103813000000002
8350,8351,6,1,-93.221039000000005,44.082417000000000
8351,8352,6,1,-93.240157999999994,44.078262000000002
8352,8353,6,1,-93.227806000000001,44.082096000000000
8353,8354,6,1,-93.243842999999998,44.076214000000000
8354,8355,6,1,-93.243606999999997,44.079307999999997
8355,8356,6,1,-93.231780999999998,44.071831000000003
8356,8357,6,1,-93.343497999999997,43.885460000000002
8357,8358,6,1,-93.211967000000001,44.083294000000002
8358,8359,6,1,-93.199393999999998,44.100772999999997
8359,8360,6,1,-93.257407999999998,44.097717000000003
8360,8361,6,1,-93.260979000000006,44.099518000000003
8361,8362,6,1,-93.234916999999996,44.089264000000000
8362,8363,6,1,-93.295044000000004,43.871113000000001
8363,8364,6,1,-92.395340000000004,44.425243000000002
8364,8365,6,1,-92.251648000000003,44.226807000000001
8365,8366,6,1,-92.171584999999993,44.160038000000000
8366,8367,6,1,-92.545760999999999,44.268237999999997
8367,8368,6,1,-92.256561000000005,44.129665000000003
8368,8369,6,1,-93.499161000000001,44.093944999999998
8369,8370,6,1,-93.494079999999997,44.074314000000001
8370,8371,6,1,-92.975548000000003,44.833668000000003
8371,8372,6,1,-92.962272999999996,44.813744000000000
8372,8373,6,1,-92.982451999999995,44.830897999999998
8373,8374,6,1,-92.960564000000005,44.805458000000002
8374,8375,6,1,-92.920235000000005,44.814799999999998
8375,8376,6,1,-92.999733000000006,44.836852999999998
8376,8377,6,1,-92.913276999999994,44.812114999999999
8377,8378,6,1,-92.918991000000005,44.844425000000001
8378,8379,6,1,-92.956055000000006,44.850582000000003
8379,8380,6,1,-92.919815000000000,44.816330000000001
8380,8381,6,1,-92.920379999999994,44.816761000000000
8381,8382,6,1,-92.951324000000000,44.838673000000000
8382,8383,6,1,-92.927199999999999,44.830551000000000
8383,8384,6,1,-92.930274999999995,44.827849999999998
8384,8385,6,1,-92.931252000000001,44.830486000000001
8385,8386,6,1,-92.986694000000000,44.842491000000003
8386,8387,6,1,-92.940392000000003,44.832062000000001
8387,8388,6,1,-91.828613000000004,44.097468999999997
8388,8389,6,1,-92.049805000000006,43.976073999999997
8389,8390,6,1,-92.063652000000005,43.966625000000001
8390,8391,6,1,-91.630370999999997,44.008105999999998
8391,8392,6,1,-91.624763000000002,44.044682000000002
8392,8393,6,1,-91.939712999999998,44.074562000000000
8393,8394,6,1,-91.814650999999998,44.115378999999997
8394,8395,6,1,-92.066147000000001,43.979908000000002
8395,8396,6,1,-91.811333000000005,44.097385000000003
8396,8397,6,1,-92.072006000000002,43.965167999999998
8397,8398,6,1,-92.073723000000001,43.966351000000003
8398,8399,6,1,-91.307693000000000,43.832343999999999
8399,8400,6,1,-91.308753999999993,43.828777000000002
8400,8401,6,1,-91.318527000000003,43.817661000000001
8401,8402,6,1,-91.307167000000007,43.814137000000002
8402,8403,6,1,-91.554077000000007,43.696503000000000
8403,8404,6,1,-91.469223000000000,43.747784000000003
8404,8405,6,1,-91.312072999999998,43.813060999999998
8405,8406,6,1,-91.311394000000007,43.846164999999999
8406,8407,6,1,-93.158821000000003,45.245117000000000
8407,8408,6,1,-93.184853000000004,45.131664000000001
8408,8409,6,1,-93.186995999999994,45.129555000000003
8409,8410,6,1,-93.275649999999999,45.106147999999997
8410,8411,6,1,-93.113006999999996,45.193244999999997
8411,8412,6,1,-93.259499000000005,45.045631000000000
8412,8413,6,1,-93.260131999999999,45.045025000000003
8413,8414,6,1,-93.260101000000006,45.045982000000002
8414,8415,6,1,-93.229033999999999,45.182827000000003
8415,8416,6,1,-93.319137999999995,45.259765999999999
8416,8417,6,1,-93.199134999999998,45.138596000000000
8417,8418,6,1,-93.258942000000005,45.043883999999998
8418,8419,6,1,-93.260033000000007,45.042786000000000
8419,8420,6,1,-93.259108999999995,45.044463999999998
8420,8421,6,1,-93.323668999999995,45.198028999999998
8421,8422,6,1,-93.234695000000002,45.060478000000003
8422,8423,6,1,-93.261093000000002,45.060715000000002
8423,8424,6,1,-93.275695999999996,45.240043999999997
8424,8425,6,1,-93.401214999999993,45.229351000000001
8425,8426,6,1,-93.325858999999994,45.192638000000002
8426,8427,6,1,-93.322044000000005,45.192855999999999
8427,8428,6,1,-93.260490000000004,45.100918000000000
8428,8429,6,1,-93.264449999999997,45.175919000000000
8429,8430,6,1,-93.271934999999999,45.242119000000002
8430,8431,6,1,-93.339157000000000,45.391177999999996
8431,8432,6,1,-93.305510999999996,45.190575000000003
8432,8433,6,1,-93.239456000000004,45.098621000000001
8433,8434,6,1,-93.241951000000000,45.097777999999998
8434,8435,6,1,-93.240600999999998,45.097766999999997
8435,8436,6,1,-93.261962999999994,45.178894000000000
8436,8437,6,1,-93.379486000000000,45.238658999999998
8437,8438,6,1,-93.451179999999994,45.237648000000000
8438,8439,6,1,-93.259658999999999,45.175429999999999
8439,8440,6,1,-93.339202999999998,45.184322000000002
8440,8441,6,1,-93.267426000000000,45.139026999999999
8441,8442,6,1,-93.215003999999993,45.189819000000000
8442,8443,6,1,-93.280806999999996,45.114567000000001
8443,8444,6,1,-93.331360000000004,45.412762000000001
8444,8445,6,1,-93.366996999999998,45.207847999999998
8445,8446,6,1,-93.379807000000000,45.210712000000001
8446,8447,6,1,-93.416229000000001,45.210284999999999
8447,8448,6,1,-93.370345999999998,45.205298999999997
8448,8449,6,1,-93.382202000000007,45.205188999999997
8449,8450,6,1,-93.406531999999999,45.205544000000003
8450,8451,6,1,-93.406456000000006,45.206161000000002
8451,8452,6,1,-93.293494999999993,45.210453000000001
8452,8453,6,1,-93.432625000000002,45.267738000000001
8453,8454,6,1,-93.247405999999998,45.198666000000003
8454,8455,6,1,-93.450683999999995,45.235256000000000
8455,8456,6,1,-93.442581000000004,45.218235000000000
8456,8457,6,1,-93.308471999999995,45.410122000000001
8457,8458,6,1,-93.305228999999997,45.148963999999999
8458,8459,6,1,-93.305283000000003,45.148617000000002
8459,8460,6,1,-93.374481000000003,45.207892999999999
8460,8461,6,1,-93.211128000000002,45.184939999999997
8461,8462,6,1,-93.210266000000004,45.184531999999997
8462,8463,6,1,-93.235175999999996,45.202179000000001
8463,8464,6,1,-93.290001000000004,45.183281000000001
8464,8465,6,1,-93.114044000000007,45.194248000000002
8465,8466,6,1,-93.374046000000007,45.210014000000001
8466,8467,6,1,-93.249352000000002,45.170918000000000
8467,8468,6,1,-93.240798999999996,45.059910000000002
8468,8469,6,1,-93.261466999999996,45.058391999999998
8469,8470,6,1,-93.267821999999995,45.059299000000003
8470,8471,6,1,-93.393387000000004,45.293453000000000
8471,8472,6,1,-93.254752999999994,45.045535999999998
8472,8473,6,1,-93.253356999999994,45.072246999999997
8473,8474,6,1,-93.233481999999995,45.040458999999998
8474,8475,6,1,-93.400085000000004,45.240906000000003
8475,8476,6,1,-93.267639000000003,45.085254999999997
8476,8477,6,1,-93.244461000000001,45.128245999999997
8477,8478,6,1,-93.343245999999994,45.394416999999997
8478,8479,6,1,-93.230498999999995,45.052962999999998
8479,8480,6,1,-93.254508999999999,45.179679999999998
8480,8481,6,1,-93.243674999999996,45.066153999999997
8481,8482,6,1,-93.198120000000003,45.134028999999998
8482,8483,6,1,-93.260734999999997,45.144688000000002
8483,8484,6,1,-93.257378000000003,45.137740999999998
8484,8485,6,1,-93.233795000000001,45.087971000000003
8485,8486,6,1,-92.977097000000001,45.514068999999999
8486,8487,6,1,-92.986808999999994,45.526252999999997
8487,8488,6,1,-92.844825999999998,45.347499999999997
8488,8489,6,1,-93.007628999999994,45.503822000000000
8489,8490,6,1,-92.848251000000005,45.402504000000000
8490,8491,6,1,-92.891693000000004,45.395569000000002
8491,8492,6,1,-92.782927999999998,45.416927000000001
8492,8493,6,1,-92.862365999999994,45.393996999999999
8493,8494,6,1,-93.044364999999999,44.901069999999997
8494,8495,6,1,-93.040595999999994,44.898890999999999
8495,8496,6,1,-93.062659999999994,44.904865000000001
8496,8497,6,1,-93.063675000000003,44.903514999999999
8497,8498,6,1,-93.051513999999997,44.897457000000003
8498,8499,6,1,-93.067740999999998,44.873202999999997
8499,8500,6,1,-93.068129999999996,44.872619999999998
8500,8501,6,1,-93.068809999999999,44.872967000000003
8501,8502,6,1,-93.066986000000000,44.871383999999999
8502,8503,6,1,-93.072174000000004,44.889037999999999
8503,8504,6,1,-93.083206000000004,44.914535999999998
8504,8505,6,1,-93.062888999999998,44.901603999999999
8505,8506,6,1,-93.049919000000003,44.901474000000000
8506,8507,6,1,-93.036415000000005,44.895575999999998
8507,8508,6,1,-93.045197000000002,44.884498999999998
8508,8509,6,1,-93.049965000000000,44.903343000000000
8509,8510,6,1,-93.047348000000000,44.892249999999997
8510,8511,6,1,-93.068473999999995,44.917811999999998
8511,8512,6,1,-93.099518000000003,44.918373000000003
8512,8513,6,1,-93.082718000000000,44.919193000000000
8513,8514,6,1,-93.102119000000002,44.916130000000003
8514,8515,6,1,-93.261482000000001,44.999924000000000
8515,8516,6,1,-93.428627000000006,44.940327000000003
8516,8517,6,1,-93.400161999999995,45.019295000000000
8517,8518,6,1,-93.270118999999994,44.917819999999999
8518,8519,6,1,-93.221519000000001,44.907021000000000
8519,8520,6,1,-93.295006000000001,45.004139000000002
8520,8521,6,1,-93.294539999999998,45.004784000000001
8521,8522,6,1,-93.329926000000000,45.019320999999998
8522,8523,6,1,-93.378180999999998,45.036343000000002
8523,8524,6,1,-93.210731999999993,44.899273000000001
8524,8525,6,1,-93.273880000000005,44.915298000000000
8525,8526,6,1,-93.283614999999998,44.905918000000000
8526,8527,6,1,-93.221648999999999,45.034793999999998
8527,8528,6,1,-93.396629000000004,45.032200000000003
8528,8529,6,1,-93.386680999999996,45.058169999999997
8529,8530,6,1,-93.334548999999996,44.947116999999999
8530,8531,6,1,-93.368072999999995,45.102893999999999
8531,8532,6,1,-93.368354999999994,45.103541999999997
8532,8533,6,1,-93.379005000000006,45.070866000000002
8533,8534,6,1,-93.378226999999995,45.039817999999997
8534,8535,6,1,-93.375670999999997,45.052433000000001
8535,8536,6,1,-93.382194999999996,44.942096999999997
8536,8537,6,1,-93.297591999999995,45.066364000000000
8537,8538,6,1,-93.355484000000004,44.945689999999999
8538,8539,6,1,-93.296599999999998,45.039771999999999
8539,8540,6,1,-93.302978999999993,45.104320999999999
8540,8541,6,1,-93.356262000000001,45.071835000000000
8541,8542,6,1,-93.449843999999999,45.089649000000001
8542,8543,6,1,-93.287407000000002,44.940612999999999
8543,8544,6,1,-93.229759000000001,45.021248000000000
8544,8545,6,1,-93.213561999999996,45.022778000000002
8545,8546,6,1,-93.377967999999996,44.956612000000000
8546,8547,6,1,-93.467444999999998,44.869506999999999
8547,8548,6,1,-93.424194000000000,44.926369000000001
8548,8549,6,1,-93.319930999999997,45.078547999999998
8549,8550,6,1,-93.351768000000007,44.950451000000001
8550,8551,6,1,-93.351280000000003,44.949596000000000
8551,8552,6,1,-93.398300000000006,44.937328000000001
8552,8553,6,1,-93.305756000000002,45.104152999999997
8553,8554,6,1,-93.353263999999996,44.954017999999998
8554,8555,6,1,-93.428696000000002,44.896320000000003
8555,8556,6,1,-93.214127000000005,44.927650000000000
8556,8557,6,1,-93.215096000000003,44.927886999999998
8557,8558,6,1,-93.342429999999993,45.086868000000003
8558,8559,6,1,-93.222549000000001,44.939033999999999
8559,8560,6,1,-93.312659999999994,45.098075999999999
8560,8561,6,1,-93.421310000000005,44.883536999999997
8561,8562,6,1,-93.231071000000000,44.948166000000001
8562,8563,6,1,-93.253264999999999,44.930725000000002
8563,8564,6,1,-93.412780999999995,44.981113000000001
8564,8565,6,1,-93.220459000000005,44.954906000000001
8565,8566,6,1,-93.305449999999993,45.099570999999997
8566,8567,6,1,-93.223900000000000,44.938526000000003
8567,8568,6,1,-93.374245000000002,44.960223999999997
8568,8569,6,1,-93.363975999999994,45.104320999999999
8569,8570,6,1,-93.347381999999996,45.107872000000000
8570,8571,6,1,-93.323348999999993,45.141457000000003
8571,8572,6,1,-93.241432000000003,45.006241000000003
8572,8573,6,1,-93.250731999999999,44.866497000000003
8573,8574,6,1,-93.322745999999995,45.093285000000002
8574,8575,6,1,-93.436454999999995,45.072913999999997
8575,8576,6,1,-93.317420999999996,44.903187000000003
8576,8577,6,1,-93.318047000000007,44.900863999999999
8577,8578,6,1,-93.417006999999998,44.964019999999998
8578,8579,6,1,-93.258956999999995,44.995285000000003
8579,8580,6,1,-93.343079000000003,44.902858999999999
8580,8581,6,1,-93.342963999999995,44.871200999999999
8581,8582,6,1,-93.309441000000007,45.012779000000002
8582,8583,6,1,-93.324409000000003,45.126643999999999
8583,8584,6,1,-93.404563999999993,45.189396000000002
8584,8585,6,1,-93.404151999999996,45.188862000000000
8585,8586,6,1,-93.347069000000005,45.121326000000003
8586,8587,6,1,-93.342170999999993,45.117412999999999
8587,8588,6,1,-93.464386000000005,45.030467999999999
8588,8589,6,1,-93.363487000000006,45.106354000000003
8589,8590,6,1,-93.364761000000001,45.106281000000003
8590,8591,6,1,-93.362244000000004,45.106647000000002
8591,8592,6,1,-93.441444000000004,45.117722000000001
8592,8593,6,1,-93.440230999999997,44.904361999999999
8593,8594,6,1,-93.316895000000002,45.126190000000001
8594,8595,6,1,-93.455093000000005,45.089863000000001
8595,8596,6,1,-93.339789999999994,45.120789000000002
8596,8597,6,1,-93.339966000000004,45.119895999999997
8597,8598,6,1,-93.366814000000005,45.095042999999997
8598,8599,6,1,-93.289169000000001,44.941135000000003
8599,8600,6,1,-93.429428000000001,45.047752000000003
8600,8601,6,1,-93.458855000000000,45.021965000000002
8601,8602,6,1,-93.460419000000002,45.022224000000001
8602,8603,6,1,-93.282463000000007,44.922161000000003
8603,8604,6,1,-93.247078000000002,44.934970999999997
8604,8605,6,1,-93.228950999999995,44.926121000000002
8605,8606,6,1,-93.220107999999996,44.902493000000000
8606,8607,6,1,-93.215439000000003,45.034229000000003
8607,8608,6,1,-93.357596999999998,44.892890999999999
8608,8609,6,1,-93.427299000000005,44.899773000000003
8609,8610,6,1,-93.372985999999997,45.152873999999997
8610,8611,6,1,-93.365334000000004,44.983021000000001
8611,8612,6,1,-93.350807000000003,44.981174000000003
8612,8613,6,1,-93.412818999999999,44.988483000000002
8613,8614,6,1,-93.329482999999996,44.891643999999999
8614,8615,6,1,-93.272293000000005,44.964843999999999
8615,8616,6,1,-93.295333999999997,44.907570000000000
8616,8617,6,1,-93.424980000000005,44.909981000000002
8617,8618,6,1,-93.428055000000001,44.973227999999999
8618,8619,6,1,-93.417023000000000,45.039760999999999
8619,8620,6,1,-93.260063000000002,44.882328000000001
8620,8621,6,1,-93.229027000000002,45.021777999999998
8621,8622,6,1,-93.411559999999994,45.035415999999998
8622,8623,6,1,-93.457718000000000,45.027980999999997
8623,8624,6,1,-93.354125999999994,45.021908000000003
8624,8625,6,1,-93.286179000000004,44.901072999999997
8625,8626,6,1,-93.244560000000007,44.898395999999998
8626,8627,6,1,-93.210380999999998,44.936436000000000
8627,8628,6,1,-93.347686999999993,44.866241000000002
8628,8629,6,1,-93.434639000000004,44.975265999999998
8629,8630,6,1,-93.386414000000002,45.167400000000001
8630,8631,6,1,-93.304069999999996,44.898254000000001
8631,8632,6,1,-93.250327999999996,44.866177000000000
8632,8633,6,1,-93.312636999999995,44.876545000000000
8633,8634,6,1,-93.306899999999999,44.897491000000002
8634,8635,6,1,-93.308548000000002,44.866042999999998
8635,8636,6,1,-93.452774000000005,44.876766000000003
8636,8637,6,1,-93.323715000000007,44.920952000000000
8637,8638,6,1,-93.228363000000002,44.909798000000002
8638,8639,6,1,-93.251289000000000,44.873787000000000
8639,8640,6,1,-93.353745000000004,45.055252000000003
8640,8641,6,1,-93.316390999999996,45.017788000000003
8641,8642,6,1,-93.305999999999997,45.080230999999998
8642,8643,6,1,-93.245261999999997,44.998196000000000
8643,8644,6,1,-93.261268999999999,44.871243000000000
8644,8645,6,1,-93.343879999999999,45.009253999999999
8645,8646,6,1,-93.287909999999997,45.011569999999999
8646,8647,6,1,-93.300147999999993,45.001151999999998
8647,8648,6,1,-93.240195999999997,44.942776000000002
8648,8649,6,1,-93.303352000000004,45.047702999999998
8649,8650,6,1,-93.235084999999998,44.941662000000001
8650,8651,6,1,-93.224266000000000,44.936829000000003
8651,8652,6,1,-93.303635000000000,45.004340999999997
8652,8653,6,1,-93.261398000000000,45.003734999999999
8653,8654,6,1,-93.291343999999995,45.043072000000002
8654,8655,6,1,-93.294585999999995,44.903751000000000
8655,8656,6,1,-93.292038000000005,45.050350000000002
8656,8657,6,1,-93.403899999999993,45.121901999999999
8657,8658,6,1,-93.311890000000005,44.899670000000000
8658,8659,6,1,-93.380791000000002,44.911720000000003
8659,8660,6,1,-93.222663999999995,44.945914999999999
8660,8661,6,1,-93.317565999999999,45.031204000000002
8661,8662,6,1,-93.222046000000006,44.940497999999998
8662,8663,6,1,-93.313041999999996,44.879894000000000
8663,8664,6,1,-93.409676000000005,44.923251999999998
8664,8665,6,1,-93.407630999999995,44.915657000000003
8665,8666,6,1,-93.238112999999998,44.939647999999998
8666,8667,6,1,-93.260970999999998,44.873302000000002
8667,8668,6,1,-93.320319999999995,45.100116999999997
8668,8669,6,1,-93.364220000000003,45.119919000000003
