FID,providerid,uid,caretype,price,capacity,quality,provider_l,provider_1
775,SSP1AO3Y,776,family,133,48,3,-95.980452999999997,47.667650000000002
776,NQI7PZ2I,777,family,206,46,1,-95.980452000000000,47.667650000000002
777,BEJ2HU1U,778,family,284,49,1,-95.978340000000003,44.561869999999999
778,QJQ5KK6X,779,family,277,40,4,-95.975980000000007,47.317570000000003
779,FEV6UC7X,780,family,88,1,1,-95.974959999999996,47.318170000000002
780,KPM3FH8Z,781,family,255,19,4,-95.973823547400002,45.991127014200003
781,DPW9TE6P,782,family,4,11,2,-95.973810000000000,45.991030000000002
782,FWT5UC8M,783,family,56,33,3,-95.973789999999994,45.991030000000002
783,GED1EQ7P,784,family,265,45,1,-95.971000000000004,47.300300000000000
784,KYE9AE3P,785,family,82,33,3,-95.970504760699995,47.315227508500001
785,LEK9VD2Q,786,family,206,11,2,-95.970320000000001,46.188380000000002
786,HXI0GC7W,787,center,379,29,2,-95.970245361300002,47.316436767600003
787,JOT4SE6D,788,center,150,96,4,-95.969840000000005,45.988529999999997
788,LOX2FM4G,789,family,180,49,3,-95.969830000000002,45.988529999999997
789,WXD0XX8P,790,family,0,48,4,-95.968729999999994,45.989640000000001
790,MWW4SY1L,791,center,228,58,1,-95.966480000000004,43.927360000000000
791,GBZ1AE9Q,792,family,175,48,1,-95.966399999999993,45.993910000000000
792,BWH8EB1Z,793,family,41,16,4,-95.965934753400006,45.991127014200003
793,SNG7AW0G,794,center,322,25,1,-95.965919999999997,44.565230000000000
794,BJF2GQ3E,795,center,188,52,1,-95.964740000000006,46.291190000000000
795,UZZ5IH7P,796,family,278,25,1,-95.962959289599993,45.995311737100003
796,AJC8ER3H,797,family,105,0,4,-95.962779999999995,45.995429999999999
797,HNH0UD4H,798,family,247,13,2,-95.962170000000000,46.284770000000002
798,JZU6JS3N,799,center,383,54,3,-95.951729999999998,44.316789999999997
799,TXF2RD9F,800,family,203,26,1,-95.949990000000000,43.993209999999998
800,VZP7NM2X,801,family,176,50,3,-95.948745727499997,44.316646575900002
801,MST4QZ0O,802,center,179,74,1,-95.946740000000005,44.319830000000003
802,UYY8AW4E,803,center,367,61,1,-95.945689999999999,44.316130000000001
803,RRE1ZE5O,804,family,21,24,4,-95.945179999999993,44.316200000000002
804,TQQ9KR4V,805,family,126,32,2,-95.945075988799999,44.315998077400003
805,CKO2TL1U,806,center,243,53,2,-95.943610000000007,47.183779999999999
806,LRK0CK2L,807,family,231,25,2,-95.942400000000006,47.187919999999998
807,HTN1PC8A,808,center,453,25,3,-95.940544128400006,47.820270538300001
808,JCP8DY8S,809,center,281,61,1,-95.940452575699993,47.187686920200001
809,GCX1OX1R,810,center,259,47,1,-95.940322875999996,43.633880615199999
810,PCQ2CH1E,811,family,94,0,2,-95.936970000000002,43.635770000000001
811,KDS7RM3Y,812,family,131,17,4,-95.936099999999996,43.626800000000003
812,ENN4UH4F,813,family,107,11,1,-95.933869999999999,43.622149999999998
813,LAH7GL2M,814,family,64,21,2,-95.933430000000001,47.247720000000001
814,OKO2LG6L,815,center,403,96,3,-95.932140000000004,43.633580000000002
815,AIL4NY0B,816,family,257,38,1,-95.931747436500004,43.633579254200001
816,YXB8NJ9J,817,family,240,1,4,-95.931340000000006,43.634219999999999
817,PEN1GB2F,818,family,21,11,3,-95.930793762199997,47.194881439200003
818,HCD4XH4E,819,center,125,23,4,-95.930350000000004,47.194980000000001
819,HJN7CZ0J,820,family,27,11,4,-95.928610000000006,45.592030000000001
820,TSQ5TE5A,821,center,487,38,2,-95.928359999999998,46.781669999999998
821,NNV0BM8G,822,center,348,34,3,-95.928330000000003,43.633400000000002
822,TSM7PV0C,823,family,190,10,2,-95.928120000000007,45.587989999999998
823,RAV8CM1A,824,family,122,21,3,-95.927689999999998,47.110160000000000
824,KHP0BY2B,825,family,2,6,1,-95.927351999999999,47.108910000000002
825,EFE1LF0I,826,family,132,25,1,-95.927351000000002,47.108910000000002
826,WKH5CR9T,827,center,321,66,1,-95.927310000000006,45.591059999999999
827,WPW0JM6L,828,family,160,15,1,-95.927081999999999,45.592160000000000
828,CXG1WJ8N,829,family,90,39,2,-95.926971435499993,45.592266082800002
829,RUW2ZK6Y,830,family,19,46,4,-95.926849365199999,45.591220855700001
830,BIU3QG4C,831,family,36,11,1,-95.926770000000005,45.591119999999997
831,HRM1CF9R,832,family,77,14,2,-95.926689147900007,47.154930114700001
832,MBN7FB3U,833,center,331,71,3,-95.925659999999993,45.586370000000002
833,VOO1FJ9V,834,center,307,97,3,-95.924713134800001,45.590671539299997
834,DMC1PD8Z,835,family,48,1,4,-95.924390000000002,45.590679999999999
835,PYS3UG2N,836,family,184,39,4,-95.922929999999994,45.591850000000001
836,WPP3RU1D,837,family,277,20,1,-95.922110000000004,45.585909999999998
837,CAH4DE5A,838,center,468,80,1,-95.921798706100006,45.582202911400003
838,XJP6UY7N,839,center,320,24,4,-95.921775817899999,45.587215423600000
839,KGU3DF6Y,840,center,242,44,2,-95.920429999999996,45.585740000000001
840,YKL0DP9C,841,center,266,98,1,-95.917370000000005,44.131709999999998
841,HOL0WS8V,842,center,225,77,1,-95.916130065900006,45.584987640400001
842,CWR3CY8X,843,center,129,68,4,-95.915440000000004,44.570630000000001
843,QEZ4AL5U,844,family,197,24,4,-95.914871215800005,46.175155639600000
844,KAM8ZG9K,845,family,3,2,3,-95.913610000000006,45.591310000000000
845,VPV7NK3R,846,family,115,25,2,-95.913139999999999,45.591220000000000
846,LPB9ZP6Z,847,family,124,17,1,-95.912440000000004,45.591859999999997
847,WUH2KW9F,848,family,163,45,2,-95.911613464400006,45.593006133999999
848,GHP4QT9S,849,family,162,8,2,-95.911410000000004,45.592630000000000
849,VKI3RD4U,850,family,152,17,2,-95.910659999999993,45.586559999999999
850,LBK5GY8L,851,family,209,28,4,-95.910514831499995,45.592655181900000
851,BIM7UN4D,852,family,28,39,4,-95.910349999999994,46.984310000000001
852,VMZ9AL6P,853,family,262,22,1,-95.910309999999996,45.587989999999998
853,QHU0YX9Y,854,center,327,75,1,-95.909520000000001,45.589619999999996
854,LHP7CX7E,855,center,488,62,2,-95.909499999999994,45.587179999999996
855,OVW4AP2V,856,family,7,46,4,-95.909461975100001,44.840728759800001
856,BYP7QY5K,857,family,190,19,2,-95.907330000000002,46.875509999999998
857,VDE1QW9J,858,family,46,25,1,-95.906578064000001,45.584693908699997
858,NIY4QJ2V,859,center,219,83,1,-95.906570000000002,45.584809999999997
859,GOR0FO6X,860,family,195,28,4,-95.906562805199997,46.209701538099999
860,ZXW3XS4H,861,family,206,10,3,-95.904700000000005,46.875860000000003
861,SLR4WR0Y,862,family,208,7,3,-95.903717040999993,46.863750457800002
862,HEI6RL7N,863,family,145,21,1,-95.903711999999999,45.580060000000003
863,FYQ0MS8R,864,family,26,35,3,-95.903469999999999,46.757089999999998
864,UVU3ZQ0L,865,family,229,33,2,-95.902305603000002,46.757076263400002
865,CQJ2SC3V,866,family,99,46,1,-95.901725768999995,45.583129882800002
866,IND3JW1Z,867,center,389,39,4,-95.900924682600007,45.575775146500000
867,EHC5UZ3I,868,family,193,4,3,-95.900880000000001,45.575670000000002
868,TIT5KD6E,869,family,105,6,4,-95.900260000000003,46.803420000000003
869,UHO4YC1W,870,family,254,22,2,-95.896529999999998,45.596620000000001
870,IYP3JU2G,871,family,250,49,4,-95.896259999999998,44.390419999999999
871,NQJ1RR9C,872,family,66,14,2,-95.895309448199995,44.390789032000001
872,TCA0CJ9R,873,family,44,39,2,-95.895089999999996,46.862259999999999
873,VJA4HX9N,874,family,263,25,2,-95.893410000000003,46.871769999999998
874,TEM2JP7L,875,center,439,71,3,-95.893394470199993,44.512683868400003
875,DUT1VA1Y,876,center,426,48,4,-95.893050000000002,44.511189999999999
876,AZW1MR5L,877,family,207,35,4,-95.891499999999994,45.603020000000001
877,FBN3KV8J,878,family,202,29,2,-95.891270000000006,44.385939999999998
878,XEE2CW8K,879,family,24,40,4,-95.891044616700000,44.385753631599997
879,SKA6IG5G,880,family,13,27,3,-95.889330000000001,44.512149999999998
880,SBI8OS1K,881,family,258,3,3,-95.885120000000001,46.814720000000001
881,FXC0DX5W,882,family,293,12,3,-95.878020000000006,45.638039999999997
882,LXH8GK2E,883,center,450,76,2,-95.876949999999994,44.236080000000001
883,VKL3QH7R,884,family,290,25,3,-95.876556396500007,48.796768188500003
884,TBB2VG8I,885,center,446,44,2,-95.876518249499995,44.236068725599999
885,FTL9TC2A,886,center,220,47,2,-95.876379999999997,48.796669999999999
886,XSE4EN7K,887,family,173,32,1,-95.875410000000002,44.235289999999999
887,PGZ0FP6A,888,family,143,27,3,-95.874252319299998,46.738292694099997
888,LAK6TK3L,889,center,304,45,3,-95.874244689899996,46.784736633300000
889,SJH4DF6M,890,family,30,34,2,-95.871440000000007,46.281709999999997
890,WGH5HB8J,891,center,303,92,2,-95.871369999999999,46.843719999999998
891,NNH9LN5S,892,center,144,37,2,-95.871131896999998,46.282302856400001
892,CRS9CL6O,893,center,321,70,4,-95.870849609399997,46.022598266599999
893,RJO8HT8G,894,family,224,15,3,-95.870040000000003,46.758290000000002
894,PWW9JE2U,895,center,491,53,3,-95.868960000000001,44.444060000000000
895,ZTZ1FC8Z,896,center,209,80,3,-95.868667602499997,46.284370422400002
896,YNT9CR6H,897,family,71,24,3,-95.862724304200000,46.847476959200002
897,JKB7BQ8I,898,family,67,12,4,-95.861159999999998,46.810350000000000
898,GTH3EK5B,899,family,263,47,3,-95.860910000000004,46.811889999999998
899,VPN4IH2B,900,family,269,18,1,-95.860839999999996,46.802590000000002
900,MXW7UW6F,901,family,90,36,1,-95.860084533700004,46.811508178700002
901,DAY6UR1I,902,family,195,42,3,-95.859430000000003,44.235489999999999
902,XIK6YE4A,903,center,392,38,1,-95.858210000000000,47.092930000000003
903,RFB1RI4U,904,center,149,45,4,-95.858170000000001,46.803840000000001
904,QZA5TV3G,905,family,189,16,4,-95.857619999999997,47.840910000000001
905,EFW6YK4S,906,center,297,71,1,-95.857551574699997,46.851589202900001
906,XTY5AO3D,907,center,445,52,3,-95.856939999999994,46.851149999999997
907,TRN5FG4T,908,family,192,31,4,-95.855959999999996,46.815300000000001
908,MXA8LY5W,909,family,10,18,3,-95.855888366700000,47.840988159200002
909,JIM1DK6U,910,center,387,96,4,-95.855800000000002,47.840930000000000
910,UPD0SM0U,911,family,44,48,2,-95.855350000000001,46.812609999999999
911,NAL1NJ3T,912,family,259,46,2,-95.854489999999998,47.838120000000004
912,XZP0QB8W,913,center,488,62,1,-95.854278564500007,47.837158203100003
913,HBO4BA4X,914,center,299,57,1,-95.853859999999997,48.845950000000002
914,MSO0CT0H,915,family,154,47,2,-95.853520000000003,46.811059999999998
915,ZGQ7IK4U,916,family,293,47,3,-95.852109999999996,46.818280000000001
916,VUD6OB7G,917,family,225,17,2,-95.851028442399993,46.818439483600002
917,PJS2QL8F,918,family,75,19,1,-95.850939999999994,46.818370000000002
918,LUK1QU9H,919,family,149,50,3,-95.850939999999994,46.818410000000000
919,MGX1FY9E,920,family,210,30,3,-95.849670000000003,46.847520000000003
920,HCY5JS3B,921,family,45,48,3,-95.848709106399994,46.823402404799999
921,OOB3BX3H,922,center,145,45,3,-95.848659999999995,46.823180000000001
922,EYD0AM5Q,923,center,190,23,3,-95.847816467300007,46.791614532499999
923,DHR9UD0J,924,family,282,31,3,-95.841539999999995,45.793650000000000
924,TTV0TD6E,925,family,104,23,2,-95.841499999999996,46.813540000000003
925,TUU9QT9V,926,family,287,40,2,-95.841270446799996,46.812229156500003
926,IWC2SK3N,927,family,273,34,2,-95.841059999999999,46.822769999999998
927,DBE6LR7P,928,family,90,48,2,-95.840980000000002,46.812210000000000
928,VVT4DN0J,929,family,3,4,4,-95.840490000000003,47.096530000000001
929,NFP5XX8P,930,family,159,27,1,-95.840100000000007,46.788409999999999
930,AYM6ES0U,931,family,11,44,1,-95.837409973099994,46.828479766800001
931,NVF5CL0Q,932,family,181,29,3,-95.836879999999994,46.827060000000003
932,XHM4IM9V,933,family,64,31,2,-95.836820000000003,46.828479999999999
933,IWW4YP2D,934,family,101,6,4,-95.836659999999995,46.821550000000002
934,DAM6KH2O,935,center,489,93,4,-95.832650000000001,46.827640000000002
935,KWU9KZ7Z,936,center,493,90,3,-95.830352783199999,44.424945831300001
936,BXQ9JM6Q,937,family,278,36,3,-95.828550000000007,44.401269999999997
937,IIN6YV9F,938,family,243,49,4,-95.828155517599996,46.825164794899997
938,VEZ2ZF5L,939,family,45,48,2,-95.828130000000002,44.425280000000001
939,PMH4MW5E,940,family,9,19,1,-95.826660000000004,46.977840000000000
940,LKS3QN5E,941,family,9,20,2,-95.826571999999999,46.824689999999997
941,MUF3AR9I,942,family,70,45,1,-95.826571000000001,46.824689999999997
942,ZMZ5FR0N,943,center,340,82,4,-95.821121215800005,46.822868347200000
943,NHO4EL7A,944,family,259,33,4,-95.820729999999998,46.093339999999998
944,IEU1XJ2D,945,family,126,2,3,-95.820693000000006,46.093049999999998
945,EIH3NX7V,946,family,17,27,3,-95.820380000000000,46.094090000000001
946,EQF0XF4Z,947,family,204,35,3,-95.819230000000005,46.095329999999997
947,ECP4UG4Z,948,family,184,34,1,-95.817800000000005,46.089300000000001
948,LBA5NL9N,949,family,35,17,2,-95.817588806200007,46.089237213099999
949,ARR6VK9G,950,family,93,44,3,-95.817409999999995,46.089219999999997
950,UFC2MW2J,951,center,495,37,3,-95.816574096699995,44.434684753399999
951,JBT3XI8M,952,family,138,38,3,-95.816574096699995,46.820037841800001
952,CEC5NS5I,953,family,272,1,3,-95.815979999999996,46.813119999999998
953,DJK9QC9Y,954,center,263,94,3,-95.814490000000006,46.815730000000002
954,AON6XE2N,955,family,293,3,1,-95.813879999999997,46.820120000000003
955,CUX2OB6V,956,family,286,13,2,-95.812799999999996,46.816290000000002
956,PKL6NE8F,957,family,72,41,2,-95.812210082999997,46.816101074199999
957,ZUL9LC4W,958,family,293,49,3,-95.810460000000006,44.793170000000003
958,APM7GD0N,959,center,173,83,2,-95.810249999999996,44.433459999999997
959,COV1DQ8Z,960,family,101,7,2,-95.810249999999996,46.644680000000001
960,JUG2RY8C,961,center,427,89,4,-95.810043335000003,46.651287078899998
961,ZAR6FH3C,962,center,449,81,4,-95.810040000000001,46.797770000000000
962,FGF8CK0D,963,center,389,57,3,-95.809844970699999,44.433399200399997
963,JJM8UA2G,964,center,135,45,1,-95.809439999999995,44.433630000000001
964,MMW8QT5B,965,center,187,30,4,-95.809269999999998,48.059629999999999
965,HKJ4LP8C,966,center,182,65,3,-95.808914184599999,46.652469635000003
966,KNL7PE8Z,967,family,22,46,1,-95.808692932100001,44.792087554900000
967,VDX6JX9U,968,family,298,42,4,-95.808543000000000,44.784820000000003
968,UEW3UB4L,969,family,227,15,1,-95.807975768999995,48.145454406699997
969,SIP8RL6G,970,center,216,80,2,-95.807789999999997,46.653039999999997
970,DYG0AH0I,971,center,107,41,4,-95.807599999999994,46.978160000000003
971,DIU1HD0W,972,family,154,22,2,-95.807010000000005,44.447980000000001
972,JQI4NQ4P,973,center,499,100,1,-95.806860000000000,44.447279999999999
973,UME2PE6Z,974,family,126,18,2,-95.806221008300000,46.652717590300000
974,RCK0AG0S,975,family,76,9,3,-95.803179999999998,44.449759999999998
975,PGJ8IX0H,976,center,255,31,2,-95.803169999999994,44.449359999999999
976,OPL5XU4I,977,family,243,43,2,-95.802856445299994,44.449798584000000
977,RUZ2TL9U,978,family,128,43,2,-95.802639999999997,44.791490000000003
978,YWW8VF5S,979,center,464,40,2,-95.802239999999998,48.860480000000003
979,XQF4EG2U,980,center,341,82,1,-95.802019999999999,44.442430000000002
980,PVC1GO7M,981,center,445,26,2,-95.801980000000000,44.450769999999999
981,RIH6RW3C,982,family,46,29,2,-95.801460000000006,44.433290000000000
982,KLP3TH9Z,983,family,187,18,4,-95.801220000000001,44.435099999999998
983,SCU7MM0W,984,center,119,98,3,-95.800470000000004,44.434739999999998
984,NWY6BH4C,985,center,358,83,2,-95.800389999999993,45.495179999999998
985,IGQ1YG4M,986,center,312,51,4,-95.800240000000002,44.435980000000001
986,SUZ3UR2N,987,center,252,99,3,-95.800010000000000,44.431429999999999
987,MGK5BM5X,988,family,84,49,4,-95.799719999999994,44.433300000000003
988,IUJ1PU6M,989,family,22,45,4,-95.799509999999998,44.793129999999998
989,IUG1FT8T,990,family,137,36,3,-95.799469999999999,44.432949999999998
990,NOY5YZ5M,991,family,117,28,4,-95.799385070800000,46.006385803199997
991,KZC5TY3F,992,center,231,29,3,-95.799220000000005,46.834910000000001
992,RVP7DK7O,993,center,494,30,3,-95.798119999999997,44.430230000000002
993,AHV4QP6N,994,family,123,28,1,-95.796930000000003,44.441699999999997
994,KAT8YE8F,995,center,375,24,3,-95.796650000000000,44.439380000000000
995,IVN0NS0Q,996,center,299,50,1,-95.795280000000005,44.435260000000000
996,NOX5BP3E,997,family,177,25,2,-95.795119999999997,45.833880000000001
997,MUR8HS5P,998,family,53,25,3,-95.795059204099999,44.436286926299999
998,KJT0NB5V,999,family,263,43,2,-95.794839999999994,46.844079999999998
999,WXM5GI1S,1000,family,99,17,2,-95.792199999999994,44.431280000000001
1000,QDD5HR1E,1001,family,144,45,1,-95.791920000000005,46.119669999999999
1001,WNB7PE0C,1002,family,91,7,1,-95.791070000000005,44.454479999999997
1002,KEC8RH4O,1003,family,233,7,2,-95.790878295900001,44.452682495099999
1003,CTM3EB3H,1004,center,170,38,1,-95.790760000000006,45.828650000000003
1004,RSX9JK1L,1005,center,449,49,4,-95.790710000000004,44.452950000000001
1005,WQZ9SK2K,1006,family,211,28,4,-95.790077209499998,48.883724212600001
1006,LKP8ZR5B,1007,family,256,45,1,-95.789410000000004,44.452719999999999
1007,IFF1KG7V,1008,center,155,71,4,-95.789299011200001,45.496322631799998
1008,FMH4YI7C,1009,family,229,31,3,-95.788543701199998,44.439178466800001
1009,UJN0OF3O,1010,family,272,37,3,-95.788314819299998,44.455486297599997
1010,QQE7ON6X,1011,family,1,50,3,-95.788250000000005,44.455649999999999
1011,YJY4CJ6O,1012,family,289,7,4,-95.788079999999994,44.428919999999998
1012,LPE5IG8N,1013,center,206,42,4,-95.785380000000004,44.445070000000001
1013,JRB8ZS7Q,1014,center,289,47,2,-95.784350000000003,44.434260000000002
1014,KJF8OF0D,1015,center,351,40,4,-95.784319999999994,44.432600000000001
1015,FTL3LW2Y,1016,family,41,33,4,-95.784239999999997,44.444090000000003
1016,PGW8SE7A,1017,family,93,9,1,-95.784149169900004,44.457553863500003
1017,VZR5VN2Y,1018,family,236,33,1,-95.783996582000000,44.450374603299998
1018,CVR6KI1A,1019,family,176,29,3,-95.783981323199995,44.432598114000001
1019,QVA8JT0R,1020,center,211,97,1,-95.783850000000001,44.457749999999997
1020,WKB8BZ0U,1021,family,169,23,3,-95.783029999999997,45.830979999999997
1021,VNH1GT2E,1022,center,129,91,3,-95.782820000000001,46.904850000000003
1022,JHG7DQ1H,1023,center,495,98,3,-95.782809999999998,44.425220000000003
1023,MNQ9AX1W,1024,center,459,43,2,-95.782550000000001,44.444499999999998
1024,YSJ0SV9T,1025,family,42,11,4,-95.782409999999999,44.432850000000002
1025,BAU5WB2F,1026,family,24,39,4,-95.782210000000006,46.757480000000001
1026,EJV1NM7H,1027,family,7,1,1,-95.781310000000005,44.450600000000001
1027,YKP2IA4R,1028,family,152,25,4,-95.780883789100002,44.435813903800003
1028,PZU6SE7C,1029,family,185,7,1,-95.780810000000002,44.435600000000001
1029,RWA8TE9D,1030,family,294,36,3,-95.778469999999999,44.454760000000000
1030,ZWQ9IO6K,1031,family,162,23,2,-95.777580261200001,44.443084716800001
1031,ZPG9VI7S,1032,center,112,80,3,-95.777420000000006,45.858159999999998
1032,EVD5QG4X,1033,center,498,90,1,-95.775859999999994,44.446590000000000
1033,QMM6UZ9W,1034,family,215,7,4,-95.775596618700007,44.451843261699999
1034,KLE9PJ1G,1035,family,6,28,3,-95.775589999999994,44.451560000000001
1035,EEE6UG7M,1036,family,69,50,2,-95.775040000000004,44.439540000000001
1036,LOO0PS0O,1037,family,75,36,4,-95.774269103999998,44.446327209499998
1037,SNN2IK9A,1038,family,10,50,1,-95.771829999999994,44.458060000000003
1038,OPE0UA0A,1039,family,154,28,2,-95.771820000000005,48.844810000000003
1039,IAE5YL2D,1040,family,91,45,2,-95.771751403799996,48.844936370799999
1040,HQH5PY3Z,1041,family,7,13,1,-95.770150000000001,44.445290000000000
1041,BAF7BX2E,1042,family,28,19,2,-95.768580000000000,44.455770000000001
1042,TBI8GG7O,1043,center,296,97,1,-95.767650000000003,44.449150000000003
1043,MNS2VP5Q,1044,family,166,8,3,-95.767589999999998,44.444330000000001
1044,LCY2LZ7H,1045,center,450,24,2,-95.766829999999999,44.446939999999998
1045,PDZ6NZ4E,1046,family,37,11,2,-95.765370000000004,48.837449999999997
1046,RJK9KJ3Q,1047,family,235,20,2,-95.764740000000003,46.731980000000000
1047,RCR3XZ4B,1048,center,468,82,3,-95.763810000000007,48.854089999999999
1048,ECV7OY2W,1049,family,82,23,3,-95.763565063499996,45.173587799099998
1049,ZSM5LE9V,1050,family,130,37,2,-95.762879999999996,48.852719999999998
1050,CBV4HL5T,1051,family,57,8,3,-95.762840271000002,48.842449188200000
1051,SSY0BK7X,1052,family,298,46,1,-95.762687683099998,43.988487243700000
1052,PZR1DQ8A,1053,family,221,13,4,-95.761812000000006,48.846370000000000
1053,ORV9WA0J,1054,center,183,70,2,-95.761660000000006,44.450319999999998
1054,DYX6QG0Y,1055,center,103,72,4,-95.760700000000000,46.832059999999998
1055,KCY5GR8R,1056,center,261,37,1,-95.760078430199997,48.853076934800001
1056,RYQ8NL5J,1057,family,10,37,3,-95.759861000000001,48.853119999999997
1057,JSX3FW3A,1058,family,253,42,3,-95.759860000000003,48.853119999999997
1058,QSO3PW4N,1059,family,106,48,3,-95.759569999999997,44.451850000000000
1059,KEZ5TX7W,1060,center,373,50,2,-95.758690000000001,48.850700000000003
1060,SVB7HU3L,1061,center,381,31,1,-95.757911682100001,46.740680694600002
1061,HGY7IH0B,1062,family,133,17,1,-95.757491999999999,43.985129999999998
1062,NLD6XP6S,1063,family,137,41,2,-95.757415771500007,43.985237121600001
1063,QJQ2IZ6G,1064,family,105,49,4,-95.756969999999995,48.851750000000003
1064,KGN1HD0O,1065,center,384,71,1,-95.756309509299996,48.848083496100003
1065,KAT6DV7E,1066,center,206,40,4,-95.756299999999996,48.848190000000002
1066,AFG8AR1D,1067,family,224,23,4,-95.756159999999994,43.986060000000002
1067,LKY9BA9F,1068,family,182,38,2,-95.755065918000000,48.853126525900002
1068,NTM7RR3A,1069,family,275,24,4,-95.755049999999997,43.986190000000001
1069,XCJ6KU2Q,1070,family,53,5,3,-95.754806518600006,43.985927581799999
1070,YJW6KD5M,1071,family,107,14,4,-95.754779999999997,48.848170000000003
1071,MJK4RC1F,1072,center,499,78,1,-95.754750000000001,48.853830000000002
1072,QDL1AC1W,1073,family,172,18,4,-95.753619999999998,43.984650000000002
1073,SXW9KR7C,1074,center,190,28,4,-95.753326415999993,48.849792480500000
1074,FRE0QK5Y,1075,center,259,87,3,-95.753290000000007,48.849890000000002
1075,RDB8ZE2A,1076,family,83,1,1,-95.753249999999994,48.849890000000002
1076,PZS5HJ5A,1077,family,109,41,2,-95.752679999999998,47.574660000000002
1077,CSQ5QF0J,1078,center,306,74,3,-95.750230000000002,48.846319999999999
1078,OYG6EN1A,1079,family,38,11,2,-95.749030000000005,43.984969999999997
1079,DJZ0WC3O,1080,center,393,80,1,-95.748320000000007,48.851340000000000
1080,DXI2MG2D,1081,family,155,3,2,-95.748300000000000,44.936140000000002
1081,DQF9IX6H,1082,family,13,31,2,-95.748210000000000,48.846310000000003
1082,DRW8CX0Q,1083,center,388,70,1,-95.748161999999994,47.574979999999996
1083,YCM5JL8N,1084,family,15,40,1,-95.748160999999996,47.574979999999996
1084,MBH7ZI8V,1085,family,216,12,1,-95.747649999999993,48.770629999999997
1085,MVE1EP2C,1086,center,248,93,4,-95.747249999999994,48.868319999999997
1086,WAE0QO5V,1087,family,218,39,4,-95.746658325200002,46.817920684800001
1087,KIN0MO5K,1088,family,181,43,4,-95.746610000000004,46.817819999999998
1088,KXK7CZ9H,1089,family,227,20,2,-95.746330261200001,48.838230133099998
1089,BYU5EO7C,1090,family,298,5,4,-95.746189999999999,47.510919999999999
1090,PMI9BV4D,1091,family,122,37,1,-95.745360000000005,48.829909999999998
1091,ZBY9CC1Z,1092,center,450,75,3,-95.744860000000003,47.576650000000001
1092,XMJ3CJ6F,1093,center,144,39,3,-95.744720000000001,47.579129999999999
1093,WNS2BH0N,1094,center,208,22,3,-95.743970000000004,48.829200000000000
1094,ROQ9MF9L,1095,center,426,80,3,-95.743809999999996,48.271769999999997
1095,DQY0CL1X,1096,family,296,38,1,-95.743780000000001,47.574449999999999
1096,AKM7QF5K,1097,center,469,84,3,-95.743309999999994,47.574990000000000
1097,BAV1OH6Y,1098,family,297,48,2,-95.743309999999994,47.581659999999999
1098,GIJ3HN3C,1099,family,1,35,3,-95.742990000000006,48.824750000000002
1099,KHL8LQ7Z,1100,family,271,27,1,-95.742949999999993,46.652780000000000
1100,AVW5SC5U,1101,family,39,15,2,-95.742800000000003,47.574219999999997
1101,JCM8YH6K,1102,center,324,71,4,-95.742309570299994,47.575336456300001
1102,QNW8UO1R,1103,center,470,61,2,-95.742289999999997,47.580190000000002
1103,PKS4NZ0I,1104,family,66,35,3,-95.741958618200002,46.652778625499998
1104,UMM9PQ9G,1105,family,51,45,4,-95.738240000000005,45.616610000000001
1105,MDW8BR0N,1106,center,303,43,3,-95.737970000000004,46.718559999999997
1106,MUC3OX2K,1107,family,120,36,3,-95.737930297899993,46.719261169399999
1107,JWA5XP9N,1108,center,325,71,1,-95.736639999999994,45.616309999999999
1108,MPN4RD7R,1109,family,272,15,1,-95.735870000000006,44.616709999999998
1109,RYD6BN1M,1110,family,153,20,4,-95.730812072800006,47.835781097400002
1110,JTT4VI6P,1111,center,333,59,4,-95.730320000000006,44.927160000000001
1111,NCV3TX8B,1112,family,180,33,2,-95.726638793899994,48.847953796399999
1112,MMJ0LF4Y,1113,family,59,48,3,-95.724800000000002,44.950699999999998
1113,QHC2LQ2M,1114,center,494,50,2,-95.724770000000007,44.960940000000001
1114,LJN3KB7K,1115,family,139,22,4,-95.724510192899999,44.950576782200002
1115,BWT2EV1C,1116,family,290,36,2,-95.723571777299995,44.951759338400002
1116,WES4OI6X,1117,family,266,29,3,-95.723550000000003,44.958019999999998
1117,TJM4JP8T,1118,family,74,45,3,-95.722846984900002,44.951946258500001
1118,QKZ9IC2D,1119,family,214,41,3,-95.721679687500000,44.949337005600000
1119,ZIM7VA8T,1120,center,438,74,3,-95.720799999999997,44.944499999999998
1120,RWF8RG0T,1121,family,98,41,3,-95.720527648900003,44.947414398200003
1121,HGE0IF9P,1122,family,122,24,3,-95.720344543500005,46.283157348600000
1122,LPU7EW0A,1123,center,181,60,2,-95.719849999999994,46.283410000000003
1123,ZIN7SR0Z,1124,family,220,42,2,-95.719489999999993,44.945509999999999
1124,IIS8IN0N,1125,center,390,99,3,-95.719169616700000,46.238250732399997
1125,SYS0BV3J,1126,family,70,27,4,-95.718660000000000,44.958610000000000
1126,XQL1ZA3H,1127,center,333,21,4,-95.718650817899999,44.964279174799998
1127,MVO3QU6F,1128,center,398,90,1,-95.718540000000004,44.964260000000003
1128,ZAQ2JX2S,1129,family,174,26,1,-95.717449999999999,46.281860000000002
1129,PQP8ZR8X,1130,family,300,35,4,-95.717002868700007,44.944335937500000
1130,RYC2IY8L,1131,family,187,41,1,-95.716849999999994,47.572530000000000
