objectid,income,race,family_long,family_lat
10212,8,1,-93.213257,44.068668
10213,8,1,-93.21212,44.068398
10214,8,1,-93.051804,43.869888
10215,8,1,-93.251038,44.171997
10216,8,1,-92.268448,44.442093
10217,8,1,-92.203262,44.190525
10218,8,1,-92.366493,44.343048
10219,8,1,-92.263008,44.440853
10220,8,1,-92.270531,44.449257
10221,8,1,-92.253746,44.130611
10222,8,1,-92.963417,44.84914
10223,8,1,-92.980705,44.846756
10224,8,1,-92.942177,44.839199
10225,8,1,-92.925568,44.815517
10226,8,1,-92.953728,44.838718
10227,8,1,-92.981834,44.83918
10228,8,1,-92.978928,44.83712
10229,8,1,-92.992378,44.84465
10230,8,1,-91.704636,44.065228
10231,8,1,-91.650276,44.043835
10232,8,1,-91.649803,44.052174
10233,8,1,-91.685173,44.054142
10234,8,1,-91.753746,44.020519
10235,8,1,-91.313446,43.840057
10236,8,1,-91.348167,43.540779
10237,8,1,-91.498207,43.63353
10238,8,1,-91.499283,43.640667
10239,8,1,-93.242485,45.147026
10240,8,1,-93.380272,45.390457
10241,8,1,-93.276405,45.087399
10242,8,1,-93.032951,45.301743
10243,8,1,-93.229317,45.088554
10244,8,1,-93.238365,45.278717
10245,8,1,-93.354347,45.215916
10246,8,1,-93.354416,45.216251
10247,8,1,-93.042671,45.303368
10248,8,1,-93.150284,45.145142
10249,8,1,-93.168106,45.143349
10250,8,1,-93.26059,45.059322
10251,8,1,-93.250252,45.198864
10252,8,1,-93.252319,45.198837
10253,8,1,-93.307198,45.153484
10254,8,1,-93.264145,45.176022
10255,8,1,-93.306541,45.156677
10256,8,1,-93.238701,45.205944
10257,8,1,-93.292259,45.164745
10258,8,1,-93.274368,45.075993
10259,8,1,-93.380638,45.195068
10260,8,1,-93.284065,45.167286
10261,8,1,-93.252396,45.171371
10262,8,1,-93.259529,45.290913
10263,8,1,-93.333969,45.175564
10264,8,1,-93.406326,45.205704
10265,8,1,-93.248619,45.198906
10266,8,1,-93.261192,45.407887
10267,8,1,-93.261604,45.195103
10268,8,1,-93.372742,45.187744
10269,8,1,-93.162743,45.144123
10270,8,1,-93.32428,45.16996
10271,8,1,-93.30703,45.193584
10272,8,1,-93.380196,45.185646
10273,8,1,-93.277756,45.112064
10274,8,1,-93.339203,45.395199
10275,8,1,-93.200073,45.130215
10276,8,1,-93.274895,45.179695
10277,8,1,-93.142235,45.151932
10278,8,1,-93.144737,45.144966
10279,8,1,-93.246086,45.202606
10280,8,1,-93.177505,45.139481
10281,8,1,-93.323105,45.374222
10282,8,1,-93.146263,45.151577
10283,8,1,-93.379501,45.396225
10284,8,1,-93.225876,45.180408
10285,8,1,-93.155685,45.333618
10286,8,1,-93.150085,45.333241
10287,8,1,-93.218735,45.21035
10288,8,1,-93.239601,45.156925
10289,8,1,-93.24688,45.175671
10290,8,1,-93.221764,45.170628
10291,8,1,-93.370277,45.391354
10292,8,1,-93.238258,45.27985
10293,8,1,-93.186485,45.131851
10294,8,1,-93.261673,45.177383
10295,8,1,-92.850311,45.370724
10296,8,1,-92.747078,45.39418
10297,8,1,-92.66198,45.414993
10298,8,1,-92.886147,45.380871
10299,8,1,-92.960327,45.494942
10300,8,1,-92.985519,45.3354
10301,8,1,-93.018944,45.489021
10302,8,1,-93.005966,45.532497
10303,8,1,-92.986595,45.513523
10304,8,1,-92.681175,45.388397
10305,8,1,-93.062012,44.904442
10306,8,1,-93.041786,44.881866
10307,8,1,-93.041649,44.882896
10308,8,1,-93.081848,44.912609
10309,8,1,-93.038391,44.881424
10310,8,1,-93.041809,44.884975
10311,8,1,-93.046074,44.883671
10312,8,1,-93.040367,44.888783
10313,8,1,-93.071541,44.917458
10314,8,1,-93.242355,44.943649
10315,8,1,-93.347961,45.032146
10316,8,1,-93.217583,45.024761
10317,8,1,-93.343536,44.953693
10318,8,1,-93.332962,45.068871
10319,8,1,-93.327011,45.009743
10320,8,1,-93.211578,44.908447
10321,8,1,-93.32357,45.070389
10322,8,1,-93.329369,45.137512
10323,8,1,-93.36483,45.103588
10324,8,1,-93.435303,44.916
10325,8,1,-93.391388,45.059288
10326,8,1,-93.224358,45.018536
10327,8,1,-93.319656,45.062214
10328,8,1,-93.345039,45.085114
10329,8,1,-93.338867,45.068245
10330,8,1,-93.222542,44.956158
10331,8,1,-93.378883,45.115452
10332,8,1,-93.392151,45.068077
10333,8,1,-93.423538,44.927269
10334,8,1,-93.419022,44.928249
10335,8,1,-93.318382,44.930336
10336,8,1,-93.371162,44.942654
10337,8,1,-93.293182,45.057701
10338,8,1,-93.262062,45.012047
10339,8,1,-93.382004,45.075386
10340,8,1,-93.317825,45.101711
10341,8,1,-93.395546,45.069698
10342,8,1,-93.354156,44.897785
10343,8,1,-93.435356,45.13184
10344,8,1,-93.247734,44.945801
10345,8,1,-93.247597,44.946167
10346,8,1,-93.376511,44.936504
10347,8,1,-93.372444,45.085209
10348,8,1,-93.222488,44.919155
10349,8,1,-93.227264,45.007809
10350,8,1,-93.331146,45.130817
10351,8,1,-93.227249,45.010563
10352,8,1,-93.436134,45.064602
10353,8,1,-93.323929,44.888802
10354,8,1,-93.324684,44.886662
10355,8,1,-93.296455,44.911373
10356,8,1,-93.460068,45.062733
10357,8,1,-93.369019,45.099491
10358,8,1,-93.306908,45.087929
10359,8,1,-93.314758,44.922096
10360,8,1,-93.40625,45.010742
10361,8,1,-93.368179,44.970818
10362,8,1,-93.299698,45.120861
10363,8,1,-93.321609,44.922691
10364,8,1,-93.256241,44.958851
10365,8,1,-93.26368,44.864159
10366,8,1,-93.322174,44.9207
10367,8,1,-93.316689,44.911152
10368,8,1,-93.312416,44.904766
10369,8,1,-93.42189,45.196114
10370,8,1,-93.393196,45.012436
10371,8,1,-93.291328,44.954784
10372,8,1,-93.446259,44.937992
10373,8,1,-93.293289,44.957821
10374,8,1,-93.367081,45.096882
10375,8,1,-93.410164,45.01432
10376,8,1,-93.355179,44.892281
10377,8,1,-93.377083,45.060314
10378,8,1,-93.409279,45.054832
10379,8,1,-93.458046,45.030861
10380,8,1,-93.333916,44.889301
10381,8,1,-93.427628,44.973103
10382,8,1,-93.34153,45.057796
10383,8,1,-93.228394,45.018829
10384,8,1,-93.444847,44.905151
10385,8,1,-93.443687,44.90456
10386,8,1,-93.267052,44.888985
10387,8,1,-93.423332,45.030819
10388,8,1,-93.456589,45.028114
10389,8,1,-93.45533,45.051487
10390,8,1,-93.286179,44.872967
10391,8,1,-93.269432,44.887985
10392,8,1,-93.361816,45.044422
10393,8,1,-93.369286,45.029884
10394,8,1,-93.368881,45.031334
10395,8,1,-93.250862,44.92627
10396,8,1,-93.297615,44.87447
10397,8,1,-93.300148,44.874241
10398,8,1,-93.300392,44.87355
10399,8,1,-93.29142,44.869785
10400,8,1,-93.417892,44.926514
10401,8,1,-93.347374,45.044281
10402,8,1,-93.26886,44.940544
10403,8,1,-93.276512,44.874313
10404,8,1,-93.266014,44.866749
10405,8,1,-93.365852,45.035046
10406,8,1,-93.286232,44.864063
10407,8,1,-93.325569,45.067814
10408,8,1,-93.311874,45.015553
10409,8,1,-93.311272,45.015579
10410,8,1,-93.303474,45.049187
10411,8,1,-93.283897,45.018867
10412,8,1,-93.457779,44.879208
10413,8,1,-93.303406,45.108921
10414,8,1,-93.314445,45.021484
10415,8,1,-93.409233,44.956898
10416,8,1,-93.297935,44.870152
10417,8,1,-93.242058,45.020729
10418,8,1,-93.411606,45.185783
10419,8,1,-93.290878,45.015938
10420,8,1,-93.234192,45.015724
10421,8,1,-93.362244,45.027306
10422,8,1,-93.352425,45.05027
10423,8,1,-93.372589,44.946739
10424,8,1,-93.393425,44.955273
10425,8,1,-93.453728,45.070175
10426,8,1,-93.373749,44.944492
10427,8,1,-93.214577,44.921738
10428,8,1,-93.415573,44.921585
10429,8,1,-93.407837,44.922825
10430,8,1,-93.407921,44.92244
10431,8,1,-93.345474,45.070351
10432,8,1,-93.325645,45.066513
10433,8,1,-93.304169,44.901642
10434,8,1,-93.238495,45.018864
10435,8,1,-93.237587,45.029881
10436,8,1,-93.32135,44.920425
10437,8,1,-93.343834,45.460869
10438,8,1,-93.327568,45.482826
10439,8,1,-93.255486,45.479805
10440,8,1,-93.261986,45.475552
10441,8,1,-93.258125,45.485531
10442,8,1,-93.259933,45.486122
10443,8,1,-93.24295,45.491833
10444,8,1,-93.397797,45.550861
10445,8,1,-93.295113,45.874035
10446,8,1,-92.97683,45.821712
10447,8,1,-93.083908,45.913155
10448,8,1,-92.904556,46.140659
10449,8,1,-92.787445,46.088615
10450,8,1,-92.948822,46.087151
10451,8,1,-92.344749,46.093636
10452,8,1,-93.013329,45.967331
10453,8,1,-93.079895,45.759182
10454,8,1,-93.183632,45.039497
10455,8,1,-93.159279,44.931602
10456,8,1,-92.998894,45.053032
10457,8,1,-93.03186,45.084709
10458,8,1,-93.018318,44.968094
10459,8,1,-93.008621,44.964489
10460,8,1,-93.112061,44.958801
10461,8,1,-93.078941,45.030491
10462,8,1,-93.066841,44.949791
10463,8,1,-93.107201,45.039688
10464,8,1,-93.130714,44.952694
10465,8,1,-92.996582,45.004784
10466,8,1,-93.013191,44.980415
10467,8,1,-93.019623,45.090538
10468,8,1,-93.009125,45.055412
10469,8,1,-93.161011,45.029285
10470,8,1,-93.089035,44.949993
10471,8,1,-93.01371,44.968391
10472,8,1,-93.089951,44.952503
10473,8,1,-93.190552,45.1049
10474,8,1,-93.205231,45.0387
10475,8,1,-93.073799,44.991684
10476,8,1,-93.074356,44.919853
10477,8,1,-93.214569,45.042805
10478,8,1,-93.057335,45.078552
10479,8,1,-93.201439,44.995132
10480,8,1,-92.997833,44.987396
10481,8,1,-93.1828,44.902584
10482,8,1,-93.033813,44.96043
10483,8,1,-93.181221,44.908352
10484,8,1,-93.181824,44.910343
10485,8,1,-93.082344,45.001625
10486,8,1,-93.214417,45.042324
10487,8,1,-93.035294,44.949196
10488,8,1,-93.047043,44.994404
10489,8,1,-93.064667,44.9482
10490,8,1,-93.145218,45.101173
10491,8,1,-93.153656,44.921059
10492,8,1,-92.986992,45.052441
10493,8,1,-93.148232,44.926136
10494,8,1,-93.205246,45.107838
10495,8,1,-93.086266,45.030251
10496,8,1,-93.12149,44.937897
10497,8,1,-93.012947,45.007526
10498,8,1,-93.180962,44.964481
10499,8,1,-93.152748,44.930023
10500,8,1,-92.995453,44.990124
10501,8,1,-93.128593,44.948818
10502,8,1,-93.21534,45.099293
10503,8,1,-93.214188,45.054066
10504,8,1,-93.014511,44.979256
10505,8,1,-93.214943,45.064224
10506,8,1,-92.945374,45.072567
10507,8,1,-92.946251,45.073471
10508,8,1,-92.922157,44.920155
10509,8,1,-92.817917,45.061684
10510,8,1,-92.969887,44.91148
10511,8,1,-92.977402,44.910717
10512,8,1,-92.961731,44.982567
10513,8,1,-92.971786,44.904053
10514,8,1,-92.981163,44.910091
10515,8,1,-92.948074,45.076107
10516,8,1,-92.965172,44.872868
10517,8,1,-92.979866,45.039696
10518,8,1,-92.910919,44.928928
10519,8,1,-92.888809,44.940666
10520,8,1,-92.962334,44.916439
10521,8,1,-92.961418,44.974731
10522,8,1,-92.923973,44.923645
10523,8,1,-92.963158,45.262897
10524,8,1,-92.793945,44.914619
10525,8,1,-92.971573,45.248459
10526,8,1,-92.980888,45.250626
10527,8,1,-93.016335,45.25021
10528,8,1,-92.790352,45.012474
10529,8,1,-92.967468,44.912563
10530,8,1,-92.966423,44.911995
10531,8,1,-92.967407,44.899773
10532,8,1,-92.976723,44.968891
10533,8,1,-95.855415,46.811359
10534,8,1,-95.581322,46.7523
10535,8,1,-96.092911,46.882107
10536,8,1,-95.850311,46.824413
10537,8,1,-95.818001,46.839127
10538,8,1,-96.012695,46.865433
10539,8,1,-95.842293,46.841824
10540,8,1,-95.702499,46.729294
10541,8,1,-96.719246,46.855198
10542,8,1,-96.782768,46.937534
10543,8,1,-96.768852,46.935741
10544,8,1,-96.272667,46.764942
10545,8,1,-96.7547,46.831608
10546,8,1,-96.766525,46.945698
10547,8,1,-96.764572,46.86433
10548,8,1,-96.754684,46.854774
10549,8,1,-96.453804,46.633965
10550,8,1,-96.769463,46.850971
10551,8,1,-96.693573,46.886303
10552,8,1,-95.428726,47.690754
10553,8,1,-95.427902,47.698536
10554,8,1,-96.811028,47.26725
10555,8,1,-95.643616,46.618069
10556,8,1,-95.653374,46.695114
10557,8,1,-95.559273,46.546963
10558,8,1,-95.719887,46.693798
10559,8,1,-96.08741,46.575684
10560,8,1,-95.746323,47.579449
10561,8,1,-95.610603,47.554367
10562,8,1,-97.030357,47.945412
10563,8,1,-96.61705,47.77758
10564,8,1,-97.022964,47.937813
10565,8,1,-97.035789,47.943012
10566,8,1,-97.02874,47.936481
10567,8,1,-97.026909,47.935143
10568,8,1,-96.021744,47.671646
10569,8,1,-96.495811,47.898895
10570,8,1,-96.801399,47.800404
10571,8,1,-96.265617,47.875095
10572,8,1,-96.277031,47.874012
10573,8,1,-96.281433,46.474697
10574,8,1,-93.638245,46.523678
10575,8,1,-95.2061,46.964855
10576,8,1,-94.743576,47.428699
10577,8,1,-94.748657,47.568317
10578,8,1,-94.551247,47.816387
10579,8,1,-95.022812,47.791473
10580,8,1,-94.882065,47.475048
10581,8,1,-94.53775,47.733616
10582,8,1,-94.838646,47.550476
10583,8,1,-94.3498,46.736454
10584,8,1,-93.929382,47.013657
10585,8,1,-94.405449,46.478752
10586,8,1,-94.392776,46.728516
10587,8,1,-94.402359,46.72403
10588,8,1,-95.24733,47.548492
10589,8,1,-94.18824,46.528507
10590,8,1,-93.956177,46.732395
10591,8,1,-94.206429,46.621033
10592,8,1,-94.103218,46.542347
10593,8,1,-94.101723,46.582214
10594,8,1,-94.127518,46.721703
10595,8,1,-94.316795,46.51619
10596,8,1,-94.058395,46.702461
10597,8,1,-95.066109,46.919182
10598,8,1,-94.741997,47.232006
10599,8,1,-95.06588,46.865807
10600,8,1,-95.061073,46.924934
10601,8,1,-94.699104,47.382668
10602,8,1,-95.030067,46.89093
10603,8,1,-94.863876,47.322968
10604,8,1,-95.068695,46.915028
10605,8,1,-94.826012,47.339085
10606,8,1,-93.521965,47.228161
10607,8,1,-93.521423,47.227638
10608,8,1,-93.853844,47.465912
10609,8,1,-93.659523,47.746578
10610,8,1,-93.605553,47.288593
10611,8,1,-93.831421,47.430847
10612,8,1,-93.486427,47.208294
10613,8,1,-93.510147,47.223415
10614,8,1,-93.490974,47.196545
10615,8,1,-93.591202,47.399906
10616,8,1,-93.844032,47.368034
10617,8,1,-95.377937,46.514942
10618,8,1,-95.271881,46.678501
10619,8,1,-95.086792,46.630566
10620,8,1,-94.85981,46.643864
10621,8,1,-95.098061,46.755562
10622,8,1,-96.808968,48.860603
10623,8,1,-96.340813,48.264225
10624,8,1,-96.390152,48.33511
10625,8,1,-96.457916,47.99147
10626,8,1,-96.171799,48.123802
10627,8,1,-96.185661,48.122227
10628,8,1,-96.342667,48.057663
10629,8,1,-95.680138,48.121086
10630,8,1,-96.174858,48.119808
10631,8,1,-96.181831,48.122692
10632,8,1,-96.172546,48.097427
10633,8,1,-95.623283,48.806038
10634,8,1,-95.916245,48.815479
10635,8,1,-93.440628,48.590115
10636,8,1,-92.451508,46.67572
10637,8,1,-92.446907,46.664433
10638,8,1,-93.224487,46.750328
10639,8,1,-92.629128,46.503349
10640,8,1,-92.381149,46.57336
10641,8,1,-92.084518,46.797047
10642,8,1,-91.84552,47.906441
10643,8,1,-92.210342,46.833317
10644,8,1,-92.530746,47.469856
10645,8,1,-92.531219,47.469692
10646,8,1,-92.208679,46.825367
10647,8,1,-92.216751,46.827068
10648,8,1,-92.428352,46.591545
10649,8,1,-92.23848,46.815796
10650,8,1,-93.380501,47.313614
10651,8,1,-92.135902,46.76799
10652,8,1,-92.470215,46.718098
10653,8,1,-91.862396,47.898426
10654,8,1,-92.090591,46.796848
10655,8,1,-92.221596,46.782246
10656,8,1,-92.329567,47.469528
10657,8,1,-91.520706,47.107975
10658,8,1,-91.791504,46.947079
10659,8,1,-92.229156,46.750954
10660,8,1,-92.173523,46.741009
10661,8,1,-92.216408,46.68866
10662,8,1,-92.535843,47.465504
10663,8,1,-92.094315,46.796124
10664,8,1,-92.136536,46.772251
10665,8,1,-92.427422,46.66457
10666,8,1,-92.155952,46.774433
10667,8,1,-92.092728,46.844837
10668,8,1,-92.471848,47.481491
10669,8,1,-92.314209,46.707787
10670,8,1,-91.290535,47.292099
10671,8,1,-91.289383,47.292213
10672,8,1,-92.932922,47.086769
10673,8,1,-92.581657,46.593746
10674,8,1,-92.170799,46.729935
10675,8,1,-92.122581,46.772194
10676,8,1,-92.221626,46.690174
10677,8,1,-92.889519,47.481895
10678,8,1,-93.233528,46.721478
10679,8,1,-92.203476,46.744713
10680,8,1,-92.475594,46.716419
10681,8,1,-92.060814,46.835888
10682,8,1,-92.261665,46.77496
10683,8,1,-91.946404,47.710197
10684,8,1,-92.223785,46.806641
10685,8,1,-92.534424,47.518627
10686,8,1,-92.383949,46.552429
10687,8,1,-90.322067,47.781681
10688,8,1,-92.092216,46.830196
10689,8,1,-92.095024,46.7976
10690,8,1,-92.186768,46.809109
10691,8,1,-92.531624,47.517067
10692,8,1,-92.080589,46.805382
10693,8,1,-91.864113,47.897804
10694,8,1,-91.865295,47.897915
10695,8,1,-92.540695,47.462704
10696,8,1,-92.878777,46.485386
10697,8,1,-93.474113,44.867584
10698,8,1,-93.475014,45.026512
10699,8,1,-93.034706,44.862686
10700,8,1,-93.063454,44.856674
10701,8,1,-92.537247,46.381897
10702,8,1,-95.401382,47.617722
10703,8,1,-93.389732,47.32666
10704,8,1,-95.378456,48.916325
10705,8,1,-95.379982,48.907223
10706,9,1,-95.52063,44.809128
10707,9,1,-95.458054,43.935703
10708,9,1,-95.431122,44.042831
10709,9,1,-95.431885,44.043571
10710,9,1,-95.438255,44.044212
10711,9,1,-95.453491,43.582577
10712,9,1,-96.415527,44.832195
10713,9,1,-96.338829,44.859623
10714,9,1,-96.343529,44.856159
10715,9,1,-96.137878,44.268345
10716,9,1,-96.348381,44.207176
10717,9,1,-96.129539,44.277332
10718,9,1,-96.395004,44.596378
10719,9,1,-96.352516,44.208187
10720,9,1,-96.421967,44.507717
10721,9,1,-96.422211,44.50732
10722,9,1,-96.122063,44.202034
10723,9,1,-96.11998,44.281967
10724,9,1,-96.341095,44.287209
10725,9,1,-96.283554,44.258156
10726,9,1,-96.241997,44.283131
10727,9,1,-95.766121,44.447742
10728,9,1,-96.046211,44.259186
10729,9,1,-95.902908,44.383911
10730,9,1,-95.905632,44.381969
10731,9,1,-95.771118,44.451462
10732,9,1,-95.773911,44.452072
10733,9,1,-95.780624,44.430557
10734,9,1,-95.977371,44.556896
10735,9,1,-96.066689,44.595428
10736,9,1,-95.610359,44.238754
10737,9,1,-95.618561,44.235909
10738,9,1,-95.612297,44.23439
10739,9,1,-95.6129,44.234756
10740,9,1,-95.799789,44.447018
10741,9,1,-95.785378,44.446991
10742,9,1,-95.786758,44.446266
10743,9,1,-95.785706,44.446144
10744,9,1,-95.834541,44.428936
10745,9,1,-95.805443,44.433048
10746,9,1,-95.632622,44.239403
10747,9,1,-95.618706,44.240162
10748,9,1,-95.669907,44.606068
10749,9,1,-95.989647,44.561543
10750,9,1,-95.991219,44.561485
10751,9,1,-95.828384,44.42416
10752,9,1,-95.834618,44.421947
10753,9,1,-95.681282,44.610661
10754,9,1,-95.674088,44.609489
10755,9,1,-95.678802,44.609203
10756,9,1,-95.792397,44.432285
10757,9,1,-96.033623,44.316818
10758,9,1,-95.871803,44.511055
10759,9,1,-95.773979,44.44413
10760,9,1,-95.789932,44.439346
10761,9,1,-95.610771,44.232243
10762,9,1,-95.726326,43.904163
10763,9,1,-95.75515,43.979313
10764,9,1,-95.55217,43.992775
10765,9,1,-95.958359,43.997265
10766,9,1,-95.763321,44.054974
10767,9,1,-95.904213,43.966614
10768,9,1,-95.863518,43.859318
10769,9,1,-95.605225,43.870625
10770,9,1,-95.473457,43.567692
10771,9,1,-95.602333,43.622425
10772,9,1,-95.533623,43.713772
10773,9,1,-95.533325,43.713715
10774,9,1,-96.016708,43.515125
10775,9,1,-95.964066,43.677513
10776,9,1,-95.618515,43.633537
10777,9,1,-95.582436,43.63644
10778,9,1,-95.702026,43.740517
10779,9,1,-95.632317,43.632267
10780,9,1,-95.615623,43.607292
10781,9,1,-95.933472,43.627247
10782,9,1,-95.467125,43.699436
10783,9,1,-95.597488,43.623688
10784,9,1,-95.606667,43.623402
10785,9,1,-95.607346,43.623142
10786,9,1,-95.607941,43.623043
10787,9,1,-95.606873,43.623234
10788,9,1,-95.687515,43.503838
10789,9,1,-96.010315,43.511604
10790,9,1,-95.705711,43.714409
10791,9,1,-95.581154,43.582848
10792,9,1,-96.318291,43.995136
10793,9,1,-96.134361,43.878426
10794,9,1,-96.104851,44.175476
10795,9,1,-96.281891,43.994282
10796,9,1,-96.08548,43.862125
10797,9,1,-96.324089,43.999619
10798,9,1,-96.40934,43.852177
10799,9,1,-96.405388,43.853161
10800,9,1,-96.183777,44.19405
10801,9,1,-96.32106,43.998817
10802,9,1,-96.326874,44.003582
10803,9,1,-96.290123,43.989021
10804,9,1,-96.320068,43.996078
10805,9,1,-96.168633,44.084
10806,9,1,-96.132057,43.873631
10807,9,1,-96.128616,43.869534
10808,9,1,-96.1847,44.092041
10809,9,1,-96.123077,43.859241
10810,9,1,-96.43985,44.041206
10811,9,1,-96.396278,43.850258
10812,9,1,-96.319763,43.997814
10813,9,1,-96.323364,43.994915
10814,9,1,-96.323975,43.990593
10815,9,1,-96.323921,43.98991
10816,9,1,-96.326324,43.995377
10817,9,1,-96.323853,44.000965
10818,9,1,-96.322632,43.986603
10819,9,1,-96.329193,44.065025
10820,9,1,-96.357819,44.06641
10821,9,1,-96.203781,44.010445
10822,9,1,-96.323715,44.00008
10823,9,1,-96.328369,43.99477
10824,9,1,-96.134262,43.873028
10825,9,1,-96.132065,43.88414
10826,9,1,-96.13018,43.869709
10827,9,1,-96.376228,43.994602
10828,9,1,-96.30323,44.197193
10829,9,1,-96.224075,43.949512
10830,9,1,-96.339401,44.116016
10831,9,1,-95.420746,44.509384
10832,9,1,-95.440628,44.466827
10833,9,1,-95.474403,44.824051
10834,9,1,-96.088264,43.622276
10835,9,1,-96.434189,43.722046
10836,9,1,-96.224693,43.651596
10837,9,1,-96.204292,43.670433
10838,9,1,-96.208557,43.663261
10839,9,1,-96.209854,43.661671
10840,9,1,-96.21563,43.65995
10841,9,1,-96.217247,43.644222
10842,9,1,-96.218422,43.644428
10843,9,1,-96.219086,43.644577
10844,9,1,-96.204918,43.65329
10845,9,1,-96.415924,43.597172
10846,9,1,-96.359138,43.521748
10847,9,1,-96.356682,43.527584
10848,9,1,-96.208435,43.661053
10849,9,1,-96.362106,43.527187
10850,9,1,-96.130928,43.559387
10851,9,1,-96.27243,43.712009
10852,9,1,-96.292084,43.528145
10853,9,1,-96.297935,43.513939
10854,9,1,-96.123619,44.688564
10855,9,1,-95.986977,44.662468
10856,9,1,-95.803352,44.794537
10857,9,1,-96.280052,44.714771
10858,9,1,-96.26532,44.728683
10859,9,1,-95.807419,44.792732
10860,9,1,-96.275574,44.715626
10861,9,1,-95.808678,44.789391
10862,9,1,-96.41246,44.788876
10863,9,1,-95.550133,44.810249
10864,9,1,-96.324036,44.771805
10865,9,1,-95.773682,44.801178
10866,9,1,-95.537033,44.780586
10867,9,1,-96.293221,44.65839
10868,9,1,-95.521866,44.792931
10869,9,1,-96.052177,44.763699
10870,9,1,-95.532967,44.584034
10871,9,1,-95.568123,44.54451
10872,9,1,-95.663673,44.852215
10873,9,1,-95.658859,44.809967
10874,9,1,-96.277992,44.714958
10875,9,1,-93.984039,44.182137
10876,9,1,-94.345963,44.096992
10877,9,1,-93.954956,44.1833
10878,9,1,-93.984291,44.177494
10879,9,1,-93.870117,43.884258
10880,9,1,-93.99218,44.170162
10881,9,1,-93.981171,44.165352
10882,9,1,-93.977814,44.158615
10883,9,1,-93.97863,44.168072
10884,9,1,-93.974937,44.163116
10885,9,1,-94.059158,44.114388
10886,9,1,-93.883156,44.158138
10887,9,1,-93.884117,44.049404
10888,9,1,-93.877831,44.154053
10889,9,1,-93.95472,44.157085
10890,9,1,-93.880524,44.157749
10891,9,1,-93.849091,44.075554
10892,9,1,-93.998444,44.18576
10893,9,1,-93.997757,44.18623
10894,9,1,-93.988594,44.175861
10895,9,1,-93.989807,44.174004
10896,9,1,-93.987747,44.138176
10897,9,1,-94.026672,44.159035
10898,9,1,-93.960167,44.172729
10899,9,1,-93.969994,44.159367
10900,9,1,-93.966721,44.153236
10901,9,1,-94.006752,44.137218
10902,9,1,-93.986679,44.135429
10903,9,1,-94.228294,44.111088
10904,9,1,-93.960938,44.137993
10905,9,1,-94.007462,44.158737
10906,9,1,-94.008858,44.159351
10907,9,1,-93.98922,44.166718
10908,9,1,-93.960449,44.192249
10909,9,1,-93.966896,43.926632
10910,9,1,-93.99543,43.858047
10911,9,1,-93.989273,44.172733
10912,9,1,-93.87352,44.159157
10913,9,1,-93.98967,44.053368
10914,9,1,-93.957191,43.923977
10915,9,1,-93.808029,44.219463
10916,9,1,-93.974243,44.161736
10917,9,1,-93.974434,44.161686
10918,9,1,-94.211517,44.047089
10919,9,1,-93.988586,44.160553
10920,9,1,-93.986542,44.176502
10921,9,1,-94.164513,44.047398
10922,9,1,-94.164101,44.047131
10923,9,1,-93.932236,44.10812
10924,9,1,-93.968468,44.154449
10925,9,1,-93.982498,44.157288
10926,9,1,-94.032318,44.139843
10927,9,1,-94.0336,44.139111
10928,9,1,-93.811615,44.205181
10929,9,1,-93.855675,44.077869
10930,9,1,-93.976082,44.159782
10931,9,1,-93.981049,44.160648
10932,9,1,-94.00013,44.133598
10933,9,1,-94.009232,44.155262
10934,9,1,-93.990471,44.134861
10935,9,1,-94.023354,44.152283
10936,9,1,-94.007874,44.143066
10937,9,1,-93.955116,44.186226
10938,9,1,-93.957321,44.187462
10939,9,1,-94.22998,44.118896
10940,9,1,-94.026672,44.160545
10941,9,1,-93.959488,44.186382
10942,9,1,-93.981728,44.130653
10943,9,1,-93.983566,44.137741
10944,9,1,-94.005424,44.147835
10945,9,1,-94.030296,44.147743
10946,9,1,-94.222313,44.10368
10947,9,1,-94.224953,44.099152
10948,9,1,-93.956474,43.932022
10949,9,1,-93.925102,44.121849
10950,9,1,-93.991776,44.139942
10951,9,1,-93.991959,44.140804
10952,9,1,-94.011932,44.15892
10953,9,1,-94.01165,44.158066
10954,9,1,-94.157463,44.143658
10955,9,1,-94.218689,44.109779
10956,9,1,-94.005623,44.142368
10957,9,1,-94.005852,44.142536
10958,9,1,-93.958649,43.927738
10959,9,1,-93.958847,43.927326
10960,9,1,-94.434418,44.286465
10961,9,1,-94.486526,44.349712
10962,9,1,-94.735641,44.297863
10963,9,1,-94.72654,44.300663
10964,9,1,-94.464745,44.319645
10965,9,1,-94.465446,44.315079
10966,9,1,-94.464958,44.315056
10967,9,1,-94.459175,44.304615
10968,9,1,-94.433495,44.308353
10969,9,1,-94.721542,44.296082
10970,9,1,-94.972038,44.243412
10971,9,1,-94.979805,44.240559
10972,9,1,-94.985413,44.235249
10973,9,1,-94.480782,44.33239
10974,9,1,-94.709541,44.303036
10975,9,1,-94.726288,44.295029
10976,9,1,-94.5737,44.358101
10977,9,1,-94.583328,44.354347
10978,9,1,-94.979927,44.239204
10979,9,1,-94.980339,44.239105
10980,9,1,-94.472206,44.315193
10981,9,1,-94.449829,44.304176
10982,9,1,-94.460609,44.302544
10983,9,1,-94.724007,44.299538
10984,9,1,-94.973297,44.244854
10985,9,1,-94.980293,44.245724
10986,9,1,-94.432762,44.227173
10987,9,1,-95.071877,44.219788
