providerid,uid,caretype,price,capacity,quality,provider_long,provider_lat
FPT3MS4K,2651,family,51,25,4,-94.44241,45.97891
CYO0LE2Y,2652,family,264,32,2,-94.44184,45.45446
YWF6RB1H,2653,family,176,47,4,-94.44176483154297,45.45478057861328
DKT7FG1R,2654,family,170,30,1,-94.44135,45.65857
JHC3KE9A,2655,family,255,1,2,-94.44105999999999,45.45044
CHR6KD5L,2656,family,62,37,3,-94.44069,45.45779
ABL3UU1C,2657,family,50,30,1,-94.44061000000001,45.45089
JJB2NZ8V,2658,family,222,21,4,-94.43995,45.45841
OTF9TF4F,2659,family,215,13,2,-94.43901062011719,45.45756912231445
KQG0MA4M,2660,family,254,2,2,-94.43801000000001,44.29811
UNJ5CL7H,2661,family,17,4,2,-94.43604278564453,45.34855651855469
YNV1GT9X,2662,center,260,41,1,-94.43569183349609,43.82941818237305
VFU3VG5D,2663,family,29,3,2,-94.43528000000001,43.82625
DWL6IA0M,2664,center,475,62,1,-94.43431091308594,43.83220672607422
LAI8XQ8B,2665,center,469,78,3,-94.43292200000001,43.82573
CQZ0VX7L,2666,family,254,38,1,-94.43292099999999,43.82573
FUR3LC7C,2667,family,45,35,1,-94.43244934082031,45.46449661254883
HED4GS5Z,2668,family,143,47,4,-94.43214416503906,45.62336730957031
LIG7BA0Q,2669,family,213,50,2,-94.431282,45.45594
KAJ6GW1T,2670,center,479,56,1,-94.431281,45.45594
DPD0BE0F,2671,family,3,27,1,-94.43109,45.46472
XUJ5DQ0I,2672,center,285,26,1,-94.43061,43.82958
LKM9OE0F,2673,center,460,60,3,-94.42982000000001,45.74889
GYH1WK2D,2674,family,43,45,2,-94.42973327636719,45.74893569946289
HLX4HI2O,2675,family,134,14,1,-94.42948,43.82848
JHK4EL1J,2676,center,494,25,1,-94.42796,45.47248
KCL5DX0X,2677,family,168,31,1,-94.42727661132813,45.45087814331055
GRV1VO5M,2678,family,10,26,2,-94.42666625976563,43.82692718505859
VIJ3BQ2D,2679,family,47,17,1,-94.42350999999999,45.56361
CKD6XT1J,2680,center,268,38,2,-94.42263,44.04848
LRU9UB5U,2681,family,149,6,1,-94.42203521728516,45.56426239013672
ELL7JV8H,2682,family,262,39,3,-94.42188,46.00931
MWB5AH2D,2683,center,125,72,1,-94.4217529296875,46.00618743896484
KZX3GB3I,2684,family,118,26,2,-94.42164,45.56321
RCZ7OC0X,2685,family,155,24,1,-94.42135,44.8717
RGQ0SJ0S,2686,center,475,35,3,-94.41947999999999,44.072
UWS2CV4O,2687,center,432,41,3,-94.41933441162109,44.07206344604492
SGU0GB5Z,2688,center,254,84,3,-94.41803,44.04854
AUB2ZQ3O,2689,family,231,22,1,-94.41667,44.04749
IDS0UV9Q,2690,family,118,26,1,-94.41415000000001,45.44832
XKH0YN7X,2691,family,265,45,3,-94.41410999999999,45.31325
KOZ4JS6V,2692,center,405,42,3,-94.41394200000001,44.05094
UZP7IB2T,2693,family,73,36,3,-94.41394099999999,44.05094
PGL8UL7I,2694,family,184,26,2,-94.41372,45.44816
ZIU6ML6U,2695,center,306,35,1,-94.4121,44.05192
SHY7UO9R,2696,family,171,21,4,-94.41083999999999,44.05109
YFZ3PN7A,2697,family,20,10,4,-94.41047,45.32043
PQZ0NG6Q,2698,family,22,10,3,-94.40907287597656,45.98373031616211
KRA5WR4J,2699,center,486,41,1,-94.40884399414063,45.31565093994141
EZZ4EN2V,2700,family,297,1,4,-94.40871,44.05291
SOC3KR6H,2701,center,408,93,2,-94.40823,45.98375
IQI5NI3I,2702,center,356,29,4,-94.40804290771484,45.82208633422852
WES4CF0C,2703,center,416,20,4,-94.40761000000001,45.31788
RTB6ZX2P,2704,family,48,47,4,-94.40754,44.88321
ZHV8LG6A,2705,family,227,41,1,-94.40746307373047,45.31793212890625
IOK6CC6L,2706,family,246,0,1,-94.40734100341797,45.31572723388672
IOS1LC7L,2707,family,113,31,1,-94.40634300000001,46.72608
NGC3YP7A,2708,family,46,43,4,-94.406342,46.72608
ZJK1MQ6A,2709,family,268,17,3,-94.40398,46.72349
PJI2XY2U,2710,center,271,77,4,-94.40364,44.29163
GTR4EQ3P,2711,family,256,49,3,-94.40143000000001,46.71523
AVF1UK0T,2712,family,129,33,2,-94.40142,44.44472
EET3SI8W,2713,family,234,47,4,-94.40044,43.74644
ZWS9CG6Y,2714,center,199,28,2,-94.39787200000001,44.44487
GVA5TE6U,2715,family,194,38,1,-94.3968505859375,44.44495010375977
LUL3SC9M,2716,center,351,62,2,-94.39669000000001,44.8864
UCM9RA0F,2717,family,86,34,4,-94.39607,45.61531
WKZ6QG6U,2718,family,127,15,3,-94.39563,46.34207
NIB9PH0G,2719,family,80,29,3,-94.394672,44.88031
LJU0RN8Z,2720,family,254,1,1,-94.394671,44.88031
BBX9WS6E,2721,center,467,77,3,-94.3924,46.71159
JIF5RT0K,2722,family,235,30,3,-94.39032,44.44736
ZIF1KS5C,2723,family,218,39,3,-94.38999176025391,44.44736099243164
FTA2SI7E,2724,family,136,19,3,-94.38858999999999,44.90135
SPN0SB1F,2725,family,163,4,1,-94.38804,45.96864
WKD3UJ8R,2726,family,163,47,1,-94.38790130615234,45.75075912475586
BMD3FD5E,2727,family,26,5,3,-94.38735,44.88718
CCS8VV4W,2728,family,114,2,4,-94.38584,45.96368
YLX9EY7A,2729,family,266,25,3,-94.38542,44.89859
JHQ2ZK7W,2730,family,121,44,1,-94.38523101806641,44.89822769165039
HAQ7MN3C,2731,family,66,6,1,-94.38449096679688,44.88729095458984
YKD4KK0X,2732,family,99,17,3,-94.38448,44.88709
FSP8KE1R,2733,family,243,13,2,-94.38423,45.96538
GRH5KL8F,2734,family,155,22,1,-94.38395690917969,44.87873840332031
ONZ2RU6H,2735,center,126,71,3,-94.38346099853516,44.900146484375
BFW5JJ9D,2736,center,371,78,3,-94.38312000000001,44.88745
YJA3WZ1B,2737,center,316,91,3,-94.383056640625,44.8873405456543
EIM2FR3M,2738,family,114,12,2,-94.3826,44.88873
IBZ3AL0E,2739,family,144,11,4,-94.38112,44.89895
RXC2FI7Y,2740,center,124,45,1,-94.38079000000001,44.88317
DAR6SU6B,2741,family,229,39,2,-94.3798,45.92934
GMI6HB2V,2742,center,477,36,2,-94.37905883789063,44.8885612487793
VKE3WY5Q,2743,family,155,45,1,-94.37891000000001,44.88553
KAD3FY1T,2744,center,174,60,3,-94.3783,45.9699
DRJ2SR4D,2745,family,26,38,4,-94.37828826904297,45.96974563598633
CQY5IO1R,2746,family,278,25,2,-94.37816100000001,45.9744
GIB7BG7E,2747,center,307,57,4,-94.37793731689453,45.49241638183594
HTL6NO6E,2748,family,293,37,4,-94.37793000000001,44.88339
OGZ8SJ2Q,2749,family,213,11,4,-94.37785,44.89703
KNW6YL3V,2750,family,122,33,4,-94.37744140625,45.97441864013672
XUA9SF8Z,2751,center,226,81,4,-94.37712097167969,44.88666152954102
CGA4NF5R,2752,family,50,20,2,-94.37703999999999,44.88752
MMF0BA9X,2753,center,254,31,3,-94.37574005126953,44.88061141967773
HAZ8SP4Z,2754,family,179,23,4,-94.37480163574219,45.98254776000977
NZP0XJ5O,2755,family,263,4,2,-94.37358999999999,45.97994
ZYO5PN2R,2756,center,362,42,3,-94.37306,44.54341
JED1SG9N,2757,family,97,31,1,-94.37129,44.88713
AJJ7XY4R,2758,family,186,46,1,-94.37112999999999,44.54354
EZC7JQ8E,2759,family,260,38,1,-94.37072000000001,43.55851
OBP7OQ3E,2760,family,274,18,3,-94.36880493164063,44.87625885009766
EHU7XP9D,2761,center,491,54,4,-94.36868286132813,44.53732681274414
MJN6TV6Q,2762,family,68,19,2,-94.36836,44.87626
KHI0PE1B,2763,family,71,25,1,-94.36776,44.90586
VUG4VJ6L,2764,center,442,53,4,-94.36769866943359,44.90993118286133
ICL1PY2O,2765,family,139,47,2,-94.36753082275391,44.90610122680664
CQP2QZ7S,2766,family,129,22,1,-94.36644744873047,44.88942718505859
YNF5TS8A,2767,family,194,11,1,-94.36593627929688,44.87507629394531
SCP4TT8E,2768,family,293,44,4,-94.36576,44.89928
UXM0LA0H,2769,center,131,39,2,-94.36559,44.90029
EJY2ZG7K,2770,family,147,21,1,-94.36521999999999,44.9052
DHC2BY1M,2771,family,231,24,1,-94.36503999999999,44.90009
KKE1UU8F,2772,center,207,20,3,-94.36494,44.90999
AMJ7PM4I,2773,family,246,13,4,-94.36481000000001,44.86869
UQK8XV2T,2774,family,238,36,4,-94.36476135253906,44.89999389648438
DXG0NG1H,2775,center,327,33,2,-94.36472000000001,44.89916
AFJ9AD1N,2776,center,361,80,1,-94.36428070068359,44.54251480102539
MFM9CH9N,2777,family,216,8,1,-94.36425,44.54649
NNH4OK1P,2778,family,117,14,1,-94.36404,44.89078
KFU8GT5K,2779,center,363,53,3,-94.36399841308594,45.84680557250977
WAS9YP5V,2780,family,42,11,1,-94.36393,44.87133
GRV4YY2Z,2781,family,32,49,1,-94.36369999999999,44.53374
IJR2HI4C,2782,family,163,4,1,-94.36326,44.87354
MJM6XG9U,2783,family,149,9,1,-94.36309,46.45041
JVS3DH1U,2784,family,40,26,4,-94.36290740966797,44.54544830322266
SXD1PU3F,2785,family,153,42,4,-94.36284000000001,44.54551
LGP4WG8Z,2786,family,269,1,2,-94.36251,46.68882
GBW8OQ5F,2787,center,413,30,3,-94.362482,46.37229
EHR3IO4P,2788,center,417,25,2,-94.362481,46.37229
DGD5NQ9F,2789,family,300,39,4,-94.36248000000001,46.37229
LJF4AI1A,2790,center,468,51,4,-94.36201477050781,46.00485992431641
UCY8GQ2O,2791,family,293,16,3,-94.36162,46.00482
KKG3HV6W,2792,family,160,11,2,-94.36115,44.89772
UOD4JW9E,2793,family,186,32,2,-94.36069999999999,45.96912
QEE3GQ9E,2794,family,114,23,2,-94.36022186279297,45.97874069213867
IUA6XN2B,2795,family,150,37,1,-94.35981,45.97869
ODD6FG9E,2796,center,183,50,3,-94.35954284667969,45.96839904785156
EIC5WO1Z,2797,family,30,25,1,-94.35946,45.97419
FMN0RR0F,2798,center,335,77,1,-94.35939000000001,45.67121
FSV6HE6R,2799,center,360,88,1,-94.35769653320313,47.86120223999023
ADN8RN9Q,2800,family,46,15,4,-94.35674285888672,45.67123031616211
EXX5TS4J,2801,family,214,42,2,-94.35578155517578,44.73451995849609
SLL7GQ1S,2802,family,186,33,2,-94.35552,44.73453
ONN6JA8S,2803,family,164,43,4,-94.35297,45.96931
DQE6HB6V,2804,family,227,41,4,-94.35192000000001,45.97893
PPE4YH8O,2805,family,52,8,4,-94.35078,45.98106
UNN0MI6Y,2806,family,108,41,1,-94.35057000000001,44.73004
DJA0GJ0A,2807,family,71,38,4,-94.35032,46.00135
HQN6HO9H,2808,family,210,29,2,-94.3502,45.97458
MSV6QS9V,2809,family,104,47,1,-94.34990000000001,45.9806
EME6BN1E,2810,family,290,0,2,-94.3497314453125,45.98270797729492
HDH3ON1Q,2811,center,186,44,1,-94.34968000000001,44.73078
IOX3UG9U,2812,family,274,40,3,-94.34905000000001,46.01611
EKK5HS4H,2813,family,212,30,4,-94.34886169433594,46.38917922973633
PVL8QD1U,2814,family,36,38,3,-94.34845,44.89353
QKO5OD9I,2815,family,144,43,3,-94.34837,44.72812
ITI1XV7K,2816,family,36,6,4,-94.34782,45.97006
FAD3JQ2Q,2817,family,294,41,2,-94.34752,45.91967
NOH2TD7F,2818,family,70,42,2,-94.34724,45.45777
NLN4XF3X,2819,family,137,18,1,-94.34658,45.23849
ATS5PN5U,2820,family,232,34,1,-94.346351,43.69779
ATV0UN7W,2821,family,123,25,3,-94.34574890136719,45.8947868347168
UBR9NL5E,2822,center,288,70,2,-94.34557,45.46314
XNQ5BJ2G,2823,family,257,9,1,-94.34551999999999,45.645
SRU1ZX6R,2824,family,177,3,2,-94.3449,44.26375
UTE6JL5F,2825,family,146,2,1,-94.34331,46.7183
YSJ5NK9E,2826,family,281,45,4,-94.34304,45.93582
MPN5BP5F,2827,family,209,48,2,-94.34159,43.69994
CEE2RB6J,2828,center,238,28,3,-94.34126281738281,43.6999397277832
VRZ3VK6O,2829,family,2,6,4,-94.34016,45.59359
ZAR0YQ7D,2830,family,279,48,2,-94.33848,45.58712
RVV0NX3C,2831,family,64,21,2,-94.33829,45.47279
HSY2NM1J,2832,family,257,47,2,-94.33813000000001,45.47229
QMP0CQ1X,2833,center,262,88,2,-94.3377,46.35955
ALS4SF9X,2834,family,142,27,2,-94.33739,46.30202
ADY2OJ9K,2835,center,117,34,4,-94.33719000000001,45.97018
WMI7EI1O,2836,center,203,67,1,-94.33718,45.47203
BGX6SY5R,2837,family,13,6,1,-94.33699035644531,46.30205535888672
ZWT0BI7F,2838,center,290,47,3,-94.33659,45.59322
HCV2PH2S,2839,family,228,3,4,-94.33615,45.96351
VIF2OE5J,2840,family,69,34,3,-94.33605,45.47341
FQE5ZW7D,2841,family,221,40,4,-94.33575999999999,46.50633
DCQ5HQ7P,2842,center,156,99,2,-94.33463,46.63545
QVK4WE2F,2843,family,254,43,3,-94.33377075195313,46.63552093505859
VYN4FP6H,2844,family,167,50,2,-94.33369999999999,44.95214
TQZ4XI0I,2845,family,201,44,3,-94.33216,46.64676
DSB0BJ4R,2846,center,328,33,3,-94.33208465576172,46.64679718017578
JET5AR9Q,2847,center,101,56,4,-94.33081817626953,45.39986801147461
HYR9YO1P,2848,center,325,95,1,-94.33058,45.40033
EKF5QN2D,2849,center,194,93,2,-94.33029999999999,45.97603
RCC9IQ2K,2850,center,181,30,1,-94.330264,45.97534
JQB7TM4I,2851,family,223,3,2,-94.330263,45.97534
GVM6RM4N,2852,family,181,11,3,-94.33026200000001,45.97534
SBT8YX5Z,2853,center,389,64,4,-94.33026099999999,45.97534
ASU4AZ8M,2854,center,184,74,3,-94.32978057861328,45.9753303527832
NSE2HA9A,2855,family,249,31,1,-94.32687,45.56471
UWN1MG9T,2856,center,403,28,1,-94.32626000000001,45.67318
GOD6TP6D,2857,family,156,48,3,-94.32555000000001,45.3104
VAF9RQ1W,2858,family,146,22,1,-94.32456000000001,46.42765
WNC0CM4E,2859,family,175,18,3,-94.32401,46.36209
WRX6BE0P,2860,center,437,34,3,-94.32087,46.41312
TUJ3HI4I,2861,family,41,49,1,-94.32080841064453,46.41320037841797
BTX4SU0U,2862,family,221,21,3,-94.31934,46.41291
LAJ3NH9C,2863,family,54,44,2,-94.31732,46.2804
SXL7DS7X,2864,family,297,5,4,-94.31631,45.5551
ADE5VL0S,2865,family,102,34,1,-94.31627,45.55224
LBC7XL2N,2866,center,265,65,4,-94.315662,45.56309
NCP3MS3Y,2867,center,430,59,2,-94.3154,45.57547
EFK0RC7J,2868,center,475,32,4,-94.31527,45.56335
KXS6QR0V,2869,center,119,100,3,-94.31493,44.69809
NTK7DY4B,2870,center,172,46,1,-94.31471000000001,45.56711
IGB0LF9D,2871,family,126,4,1,-94.31458282470703,45.56365585327148
WMG4MG0L,2872,family,267,39,2,-94.31401,46.26997
UYJ6YT6T,2873,family,86,33,4,-94.31319000000001,45.57595
TCO4CX9W,2874,center,161,37,2,-94.31305,45.57452
CHQ6DW2Q,2875,family,21,3,3,-94.31289,45.47172
KMG5AQ3W,2876,family,246,6,3,-94.31243133544922,45.08230972290039
DJO6LX4L,2877,family,32,7,2,-94.31229,45.0847
MPZ7RC5J,2878,family,96,25,4,-94.31217956542969,45.47264099121094
IWV9TU2P,2879,center,497,73,3,-94.31101,45.08551
XHN2LK7B,2880,family,296,11,4,-94.31085205078125,45.08556365966797
OCI2RZ2V,2881,family,87,11,4,-94.31082000000001,45.93543
MIG1UE8G,2882,family,227,2,3,-94.31049,45.56047
RIM2OD0N,2883,family,280,37,3,-94.310302734375,45.55604934692383
DCF6AO5P,2884,family,284,15,4,-94.30925000000001,46.57161
IAM1TF9M,2885,center,365,33,2,-94.30897,46.35245
GPM5FG0I,2886,center,196,34,2,-94.30858000000001,46.53386
WCE1DM6M,2887,center,310,67,1,-94.30790710449219,45.56526565551758
LBB9GX1W,2888,family,13,27,4,-94.30595,45.55791
FVR8TS8W,2889,center,104,39,3,-94.30535125732422,46.38637542724609
LKS8IF0W,2890,center,368,87,2,-94.30455000000001,45.84889
ASK2EA4J,2891,family,35,22,2,-94.30277,46.62993
YYI9WQ3P,2892,family,51,44,3,-94.30083000000001,45.08179
XHY2QY3G,2893,family,86,16,1,-94.29884,45.11122
RYX7HH0O,2894,center,435,22,2,-94.29756164550781,45.4942626953125
FYP9VD9P,2895,family,132,13,1,-94.29734000000001,47.16806
MEQ2ZT2P,2896,family,21,40,3,-94.29722,45.49537
GJM9RR9O,2897,center,180,73,3,-94.29713,46.35001
IBT7LS2Z,2898,center,383,27,2,-94.29711151123047,46.34982681274414
LDF6YX9R,2899,center,397,76,3,-94.29595000000001,45.31904
IXB8VD9V,2900,family,55,37,3,-94.29528000000001,46.36085
LUG0WJ8B,2901,family,158,45,4,-94.29457855224609,45.31658554077148
CIR5NV9G,2902,family,285,46,3,-94.294121,45.31238
AYG2SQ9Q,2903,family,186,49,2,-94.29357,46.29477
JDC6EA6Q,2904,family,112,44,3,-94.29341125488281,45.5620002746582
EVG5IB0Z,2905,family,119,38,2,-94.29263,45.56112
ZCD5SH2U,2906,family,83,37,3,-94.29253,45.5605
SYT9UX3F,2907,center,171,100,4,-94.29247283935547,45.98313522338867
IED0RK1P,2908,family,150,24,2,-94.2924,46.33507
XKK7DL9D,2909,family,237,16,3,-94.29213,45.31151
YHL5EY4X,2910,family,266,28,4,-94.29187,45.3126
QDG3QK2V,2911,family,183,33,4,-94.29166412353516,45.312255859375
DZO3NX7N,2912,family,292,19,3,-94.29103000000001,45.83214
RYT6ZV8T,2913,family,246,46,4,-94.29099273681641,45.82705688476563
IDA6HT4P,2914,family,143,6,3,-94.290853,45.31245
DTC9DE5L,2915,center,206,26,4,-94.290851,45.31245
LNS7LK2G,2916,family,204,27,4,-94.29066,46.33378
UDI0IW1A,2917,family,226,26,1,-94.29028,45.29434
ZDJ3KP6X,2918,family,135,23,4,-94.29024,46.341
MYO6AI0G,2919,family,239,6,1,-94.28932,45.31194
FXS0OK0F,2920,family,230,13,3,-94.28873443603516,46.52016830444336
ZFI7SZ9E,2921,family,74,46,2,-94.28740000000001,46.52615
UIE7EK8D,2922,family,131,50,4,-94.28736114501953,46.33723831176758
CTW9FE8U,2923,center,182,98,1,-94.28722999999999,46.3372
NUR3WL0Y,2924,family,58,13,3,-94.28688,45.74073
MJW7MF3M,2925,family,252,0,3,-94.2855,46.34425
YJF5QU7J,2926,center,450,28,1,-94.28451,45.8274
HBO8WZ2O,2927,family,70,50,3,-94.2842,45.8344
ZPX4DF0U,2928,family,130,12,3,-94.2833,45.50031
NEM6VG3L,2929,center,301,47,3,-94.28278,45.82866
DVH1XS8R,2930,family,24,12,1,-94.28174591064453,44.09663009643555
ZAA3UL6I,2931,family,130,16,2,-94.28059,45.89594
RND6NQ0K,2932,family,171,22,1,-94.27939605712891,45.89609146118164
PLI0RR2V,2933,center,299,74,1,-94.27806091308594,45.87847137451172
YOH6QW5B,2934,center,342,78,2,-94.27779,46.36019
LLY7JQ4E,2935,family,35,44,2,-94.27763,46.40032
ICC6ZR9T,2936,family,236,44,4,-94.27695,45.87809
ZPK1KE4F,2937,family,297,11,3,-94.27368,46.34376
KJJ0PR3M,2938,family,134,44,2,-94.27239990234375,45.21123504638672
RKX8BA4V,2939,family,70,2,2,-94.27239,46.28329
DAE0WU9N,2940,family,264,47,3,-94.27191925048828,46.25227737426758
OPU8FB7Q,2941,family,10,44,4,-94.27106000000001,46.25227
TGI9WS7G,2942,family,170,27,1,-94.26838684082031,45.70963287353516
WWJ3RE7Z,2943,center,367,23,1,-94.26837999999999,45.70931
ABU8WM5T,2944,family,255,11,1,-94.26806000000001,46.36206
DNC7XW1U,2945,center,407,67,4,-94.26745,46.36556
LEI5RP5L,2946,center,408,86,4,-94.26690000000001,46.35618
LMD3PC7G,2947,family,239,37,3,-94.26572,46.60212
VTE5GU0Y,2948,family,102,44,1,-94.26571,46.60212
GOT1LV0V,2949,family,76,3,2,-94.26472473144531,46.6041374206543
RYJ0VF1D,2950,center,202,28,3,-94.2642,45.47337
DLS5VB7Q,2951,family,282,33,3,-94.26340999999999,46.35373
PSL6TR3U,2952,family,124,16,1,-94.26093292236328,46.36682891845703
JDK7UP9O,2953,family,11,8,3,-94.26084,46.36683
FYE3HE2K,2954,family,276,27,2,-94.26009368896484,45.96996307373047
TOH6OE3E,2955,family,46,43,3,-94.25961,45.57939
BFB2QM3U,2956,family,279,8,2,-94.25907135009766,45.57573318481445
RIL0XH0Q,2957,center,213,38,3,-94.25796,45.67533
GDJ1AJ4V,2958,family,17,50,3,-94.25795745849609,45.67565155029297
SQA0GD5X,2959,center,435,47,1,-94.25761,45.58078
DCQ3KU6L,2960,family,60,17,4,-94.25749,45.57263
EKN9AB6K,2961,family,129,50,4,-94.25687000000001,46.30524
DZS5QS3S,2962,family,92,14,2,-94.25642000000001,45.57822
FKS8IZ2L,2963,center,330,35,4,-94.25608,46.32252
KMJ5OV5N,2964,family,137,27,1,-94.25542,45.57068
VQQ0UK8Z,2965,center,286,86,3,-94.25497436523438,46.3519287109375
AAT0OP9P,2966,center,179,83,3,-94.25493,46.35202
EGL4VL4S,2967,center,381,92,2,-94.25461,45.57121
OTA7GT0O,2968,family,160,33,1,-94.25357818603516,45.46654510498047
VCD2PO4R,2969,family,49,19,3,-94.25352,45.62502
WJQ9NQ9Y,2970,family,181,48,1,-94.25263,45.39874
XBU5DC0I,2971,center,472,61,2,-94.25209,45.62816
UJP8QU9I,2972,family,246,40,3,-94.25203999999999,45.62754
ZUE8RN6O,2973,family,259,38,3,-94.25143,44.0307
XFI2BC6A,2974,family,6,4,2,-94.2514,46.30027
ZCI0ME4D,2975,family,100,28,3,-94.24921000000001,45.57755
BMQ0NQ2Y,2976,family,173,16,1,-94.24647,45.31094
QXU6MC1A,2977,center,429,79,4,-94.24638,45.63193
RTF1YT6Z,2978,family,246,4,4,-94.24626000000001,45.45423
CQX3WO3R,2979,family,1,3,4,-94.24600219726563,45.63191604614258
FEK1ER5F,2980,family,114,40,2,-94.24481,45.59508
WFL7PN1Y,2981,family,196,44,3,-94.24458,45.5851
CLH3WF2F,2982,family,93,49,4,-94.24442000000001,46.29979
KAS7JY4I,2983,center,141,22,1,-94.24433999999999,45.63072
QHN9ZR4I,2984,center,104,64,3,-94.24433000000001,45.59912
PZD9HZ6O,2985,family,7,17,2,-94.24414,45.5888
HFZ7TQ0K,2986,center,113,35,2,-94.24385,45.62284
ZSJ2GY6Z,2987,family,42,5,3,-94.24351501464844,45.62355041503906
GPB3EU8U,2988,family,57,14,4,-94.2435,45.62326
AIB6CZ6Z,2989,family,47,46,3,-94.24326000000001,45.62441
LEU5OO9M,2990,family,161,34,1,-94.24077,45.62816
ISJ6YN3K,2991,center,248,90,4,-94.2406005859375,46.38404846191406
MKO1ZG4D,2992,center,130,98,4,-94.23997,45.60012
WJL5CV1W,2993,family,146,36,3,-94.23994445800781,45.57006072998047
URE7LJ2A,2994,family,102,22,2,-94.23984,45.58181
HDK2UO2I,2995,center,327,35,4,-94.23965454101563,45.60012054443359
VGH0JR5W,2996,family,237,31,4,-94.23897,45.57115
WLT6AE4O,2997,family,130,28,1,-94.23893,45.63065
JCM9QQ5R,2998,center,134,48,3,-94.23824999999999,45.57324
AMP2PC8Y,2999,family,81,13,4,-94.23792,45.59861
CNX9BP9F,3000,family,136,18,1,-94.23739000000001,45.62493
GFP0WZ2U,3001,family,262,49,3,-94.23571,45.60028
HIP8TF1V,3002,family,99,41,4,-94.23550415039063,45.68661880493164
VZT6IL7P,3003,family,62,22,4,-94.2355,45.68734
RVD7ES0A,3004,center,368,51,4,-94.23542000000001,45.59906
CMG7EL7J,3005,family,274,3,3,-94.2342,44.11692
MEN1IP4J,3006,family,7,33,4,-94.23412,46.60162
YEQ5WH5R,3007,family,86,29,4,-94.23378200000001,45.08229
GTM5WO2P,3008,family,283,18,2,-94.23378099999999,45.08229
IHL5QZ6N,3009,family,262,0,4,-94.23336999999999,45.62813
BTU9XU1N,3010,family,269,17,2,-94.23253,45.7469
XBE6SB5F,3011,family,83,40,1,-94.23224999999999,45.62476
OSZ2UL6P,3012,center,451,45,4,-94.23128,45.56916
SBF8GL3R,3013,family,109,41,2,-94.23117000000001,45.66471
QDR5LQ7W,3014,family,9,34,1,-94.23094,45.62364
VOX7ES5I,3015,center,166,47,2,-94.23059844970703,46.34585189819336
DLW6CB0A,3016,family,105,14,2,-94.23054999999999,46.34539
POD9WR4X,3017,family,7,33,4,-94.23042,45.74659
JYT4QD2J,3018,family,282,26,2,-94.23026275634766,45.74641036987305
KEK4UA1C,3019,family,80,5,4,-94.23007,45.74548
YZQ1UM4K,3020,family,24,42,3,-94.23002,45.62398
AXA0OJ4F,3021,family,297,36,1,-94.23000999999999,45.62363
UTD8YM3Q,3022,family,102,30,4,-94.22917,45.62549
MVM2AJ7E,3023,family,255,11,2,-94.22909,44.5545
QBF1TZ7A,3024,family,208,33,3,-94.22899627685547,45.58646392822266
XAS1YT8C,3025,center,377,82,4,-94.22871398925781,45.57498550415039
KPN9YR7E,3026,family,113,29,1,-94.22869,45.58622
HWA5KE0T,3027,family,29,34,1,-94.22852,45.66258
AQD3GJ4W,3028,family,134,31,3,-94.2283935546875,45.58026885986328
HJF9JD8S,3029,family,207,19,2,-94.22836303710938,45.58620834350586
IZK1XO9W,3030,center,372,34,4,-94.22821,46.60861
EHR4WB6Y,3031,center,230,97,4,-94.22816,46.34165
ZAG3GJ5D,3032,family,52,31,2,-94.22811126708984,45.62425231933594
CUQ9UK8C,3033,center,246,82,1,-94.22777000000001,45.62419
USQ1SJ9N,3034,family,168,17,1,-94.2277,45.62328
PQE8ED2A,3035,family,232,27,3,-94.22713,45.58175
OKT8XP6H,3036,family,189,8,4,-94.22650146484375,45.75610733032227
TCD1VX3L,3037,family,286,43,4,-94.22646,46.0162
UIZ9QK6E,3038,center,238,55,3,-94.22638702392578,45.62371063232422
MXO8EV8B,3039,center,372,46,4,-94.22631,46.3087
QZT0XB5V,3040,family,221,29,4,-94.22624999999999,45.62367
OAD0CD4E,3041,family,244,46,2,-94.22611236572266,44.09970855712891
LAE7FA0A,3042,family,207,1,2,-94.22580000000001,44.09971
UPP6QK6F,3043,family,106,33,1,-94.22557999999999,45.75425
UDZ8JQ1C,3044,family,71,26,2,-94.2252,44.10067
KCI8DT1F,3045,family,49,29,2,-94.22516,45.7505
ANL8AD4U,3046,center,384,95,4,-94.22441000000001,46.5846
EGF4LB6W,3047,center,371,23,2,-94.22412,45.54016
DKA1CP4P,3048,center,107,93,1,-94.22409820556641,45.55554962158203
NEN6VY9E,3049,family,40,41,1,-94.22360999999999,45.7523
ANH1BG7D,3050,family,234,38,2,-94.22346,45.55584
MON3EQ2W,3051,center,461,80,2,-94.22307000000001,45.53744
DPI5BH0N,3052,center,174,81,3,-94.22295,46.36056
DUG7MN1L,3053,family,193,31,2,-94.22283935546875,47.35034561157227
IQE8BA2F,3054,center,106,64,4,-94.22270202636719,45.61403656005859
NEX0JZ6E,3055,family,109,33,2,-94.22261,45.61498
HXU1OP6L,3056,family,218,13,1,-94.22255,45.62312
LJG1TC7D,3057,family,180,49,4,-94.22245025634766,45.69055557250977
PMA6LU6F,3058,center,280,83,4,-94.22235000000001,45.75197
OTJ7US3O,3059,family,65,14,4,-94.222252,44.55577
WZG8YQ3Z,3060,center,232,68,2,-94.22203826904297,46.37691497802734
JRO8EY8P,3061,family,174,44,2,-94.22175598144531,45.6057243347168
LAX9TU4D,3062,family,219,23,2,-94.22156,44.5541
SZD9TX5O,3063,center,408,84,1,-94.22127,45.55489
NUX4DE7F,3064,family,61,10,1,-94.22127,46.37832
